speciesName,status,fbSpecCode,validName,class,order,family,genus,commonName,commonSpecies,Species,Fresh,Brack,SynOC,SynGenus,SynSpecies,Author,Year,SynonymsRef,SyncodeValid,LastEpithet,Comment,Etymology,ETYFish,ETYFishURL,Valid,ValidTax,Synonymy,SynonymyDetail,Combination,OriginalPub,Misspelling,MisspellingDetail,NounApposition,Protonym,Basionym,StatusOrder,RankSearch,CommentTax,GSDOriginal,GSDStatus,GSDVersionDate,GSDExpert,CAS_SPC,CAS_REF_NO,CoL,ION_ID,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,synonym_base,synonym_sub,fishbaseValid
Citharinops distichodoides,accepted name,5267,Citharinops distichodoides,Teleostei,Characiformes,Citharinidae,Citharinops,NA,TRUE,distichodoides,1,0,5214,Citharinops,distichodoides,"(Pellegrin, 1919)",1919,2938,NA,distichodoides,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,27169,1,NA,0,9,NA,NA,4504,15224,1,NA,10,2004-08-13T00:00:00Z,10,2013-02-04T00:00:00Z,NA,NA,NA,Citharinops distichodoides,Citharinops distichodoides distichodoides,Citharinops distichodoides
Citharinops distichodoides distichodoides,synonym,5267,Citharinops distichodoides,Teleostei,Characiformes,Citharinidae,Citharinops,NA,TRUE,distichodoides,1,0,5214,Citharinops,distichodoides distichodoides,"(Pellegrin, 1919)",1919,2938,NA,distichodoides,NA,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,27171,1,NA,0,9,NA,NA,4504,15224,1,NA,22,1992-03-24T00:00:00Z,10,2013-02-04T00:00:00Z,34,1994-08-29T00:00:00Z,NA,Citharinops distichodoides distichodoides,Citharinops distichodoides distichodoides distichodoides,Citharinops distichodoides
Citharinops distichodoides thomasi thomasi,synonym,5267,Citharinops distichodoides,Teleostei,Characiformes,Citharinidae,Citharinops,NA,TRUE,distichodoides,1,0,5215,Citharinops,distichodoides thomasi,"(Pellegrin, 1924)",1924,2938,NA,thomasi,NA,NA,NA,NA,0,0,junior synonym,NA,new combination,0,0,NA,0,0,0,27175,1,NA,0,9,NA,NA,23962,15561,1,NA,34,1994-06-21T00:00:00Z,10,2013-02-04T00:00:00Z,34,1994-08-29T00:00:00Z,NA,Citharinops distichodoides thomasi,Citharinops distichodoides thomasi thomasi,Citharinops distichodoides
Citharinus distichodoides,synonym,5267,Citharinops distichodoides,Teleostei,Characiformes,Citharinidae,Citharinops,NA,TRUE,distichodoides,1,0,5214,Citharinus,distichodoides,"Pellegrin, 1919",1919,2938,NA,distichodoides,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,27170,2,NA,1,1,2021-02-01T00:00:00Z,303,4504,15224,1,NA,22,1992-03-24T00:00:00Z,10,2013-02-04T00:00:00Z,34,1995-01-19T00:00:00Z,NA,Citharinus distichodoides,Citharinus distichodoides distichodoides,Citharinops distichodoides
Citharinus distichodus,synonym,5267,Citharinops distichodoides,Teleostei,Characiformes,Citharinidae,Citharinops,NA,TRUE,distichodoides,1,0,5214,Citharinus,distichodus,"Pellegrin, 1919",1919,2938,NA,distichodus,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,27172,255,"GSD status set up by query, Nicolas, 17/10/12. Record previously modified by encoder no. 303 on  16/08/06.",0,9,NA,NA,4504,15224,1,NA,1,1999-03-05T00:00:00Z,303,2012-10-17T00:00:00Z,NA,NA,NA,Citharinus distichodus,Citharinus distichodus distichodus,Citharinops distichodoides
Citharinus disticoides,synonym,5267,Citharinops distichodoides,Teleostei,Characiformes,Citharinidae,Citharinops,NA,TRUE,distichodoides,1,0,5214,Citharinus,disticoides,"Pellegrin, 1919",1919,2938,NA,disticoides,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,27173,255,"GSD status set up by query, Nicolas, 17/10/12. Record previously modified by encoder no. 303 on  25/07/06.",0,9,NA,NA,4504,15224,1,NA,10,1999-03-18T00:00:00Z,303,2012-10-17T00:00:00Z,NA,NA,NA,Citharinus disticoides,Citharinus disticoides disticoides,Citharinops distichodoides
Citharinus thomasi,synonym,5267,Citharinops distichodoides,Teleostei,Characiformes,Citharinidae,Citharinops,NA,TRUE,distichodoides,1,0,5215,Citharinus,thomasi,"Pellegrin, 1924",1924,2938,NA,thomasi,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,27174,2,NA,1,1,2021-02-01T00:00:00Z,303,23962,15561,1,NA,22,1992-03-24T00:00:00Z,10,2013-02-04T00:00:00Z,34,1995-01-19T00:00:00Z,NA,Citharinus thomasi,Citharinus thomasi thomasi,Citharinops distichodoides
Citharinus citharus,accepted name,5269,Citharinus citharus,Teleostei,Characiformes,Citharinidae,Citharinus,Moon fish,TRUE,citharus,1,0,5216,Citharinus,citharus,"(Geoffroy Saint-Hilaire, 1809)",1809,2938,NA,citharus,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,27153,1,NA,0,9,NA,NA,4159,4182,1,NA,3,1998-01-06T00:00:00Z,10,2013-02-04T00:00:00Z,675,2003-11-04T00:00:00Z,NA,Citharinus citharus,Citharinus citharus citharus,Citharinus citharus
Citharinus citharius,synonym,5269,Citharinus citharus,Teleostei,Characiformes,Citharinidae,Citharinus,Moon fish,TRUE,citharus,1,0,5216,Citharinus,citharius,"(Geoffroy Saint-Hilaire, 1809)",1809,2938,NA,citharius,NA,NA,NA,NA,0,0,senior synonym,NA,new combination,0,1,NA,0,0,0,27156,NA,NA,0,9,NA,NA,4159,4182,0,NA,393,2015-03-18T00:00:00Z,NA,2015-03-18T00:00:00Z,NA,NA,NA,Citharinus citharius,Citharinus citharius citharius,Citharinus citharus
Citharinus citharus citharus,synonym,5269,Citharinus citharus,Teleostei,Characiformes,Citharinidae,Citharinus,Moon fish,TRUE,citharus,1,0,5216,Citharinus,citharus citharus,"(Geoffroy Saint-Hilaire, 1809)",1809,2938,NA,citharus,NA,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,27155,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,4159,4182,1,NA,22,1992-03-24T00:00:00Z,10,2013-02-04T00:00:00Z,675,2003-11-04T00:00:00Z,NA,Citharinus citharus citharus,Citharinus citharus citharus citharus,Citharinus citharus
Citharinus citharus intermedius intermedius,synonym,5269,Citharinus citharus,Teleostei,Characiformes,Citharinidae,Citharinus,Moon fish,TRUE,citharus,1,0,34441,Citharinus,citharus intermedius,"Worthington, 1932",1932,2938,NA,intermedius,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,1,0,NA,0,0,1,27160,1,NA,1,1,2021-02-01T00:00:00Z,303,3771,16405,1,NA,34,1994-06-21T00:00:00Z,10,2013-02-04T00:00:00Z,34,1994-08-29T00:00:00Z,NA,Citharinus citharus intermedius,Citharinus citharus intermedius intermedius,Citharinus citharus
Citharinus geoffroei,synonym,5269,Citharinus citharus,Teleostei,Characiformes,Citharinidae,Citharinus,Moon fish,TRUE,citharus,1,0,20648,Citharinus,geoffroei,"Cuvier, 1829",1829,7095,NA,geoffroei,"An objective synonym of <i>Serrasalmus citharus</i>; sometimes misspelled <i>geoffroi</i>, <i>geoffroii</i> or <i>geoffroyo</i>.",NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,27157,4,NA,1,1,2021-02-01T00:00:00Z,303,3769,995,1,NA,34,1995-01-19T00:00:00Z,10,2013-02-04T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Citharinus geoffroei,Citharinus geoffroei geoffroei,Citharinus citharus
Citharinus geoffroyi,synonym,5269,Citharinus citharus,Teleostei,Characiformes,Citharinidae,Citharinus,Moon fish,TRUE,citharus,1,0,20648,Citharinus,geoffroyi,"Cuvier, 1829",1829,7095,NA,geoffroyi,"In Pfeffer, 1893:167",NA,NA,NA,0,0,junior synonym,NA,original combination,0,1,ISSsp,0,0,0,27158,255,NA,0,9,NA,NA,3769,995,1,NA,34,1994-08-29T00:00:00Z,10,2013-02-04T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Citharinus geoffroyi,Citharinus geoffroyi geoffroyi,Citharinus citharus
Distichodus marnoi,synonym,5269,Citharinus citharus,Teleostei,Characiformes,Citharinidae,Citharinus,Moon fish,TRUE,citharus,1,0,20651,Distichodus,marnoi,"Steindachner, 1881",1881,7095,NA,marnoi,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,27159,4,NA,1,1,2021-02-01T00:00:00Z,303,3770,4231,1,NA,34,1995-01-19T00:00:00Z,10,2013-02-04T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus marnoi,Distichodus marnoi marnoi,Citharinus citharus
Serrasalmus citharus,synonym,5269,Citharinus citharus,Teleostei,Characiformes,Citharinidae,Citharinus,Moon fish,TRUE,citharus,1,0,5216,Serrasalmus,citharus,"Geoffroy Saint-Hilaire, 1809",1809,2938,NA,citharus,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,1,0,NA,0,0,1,27154,2,NA,1,1,2021-02-01T00:00:00Z,303,4159,4182,1,NA,22,1992-03-24T00:00:00Z,10,2013-02-04T00:00:00Z,34,1995-01-19T00:00:00Z,NA,Serrasalmus citharus,Serrasalmus citharus citharus,Citharinus citharus
Citharinus congicus,accepted name,11266,Citharinus congicus,Teleostei,Characiformes,Citharinidae,Citharinus,NA,TRUE,congicus,1,0,34442,Citharinus,congicus,"Boulenger, 1897",1897,7095,NA,congicus,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27163,1,NA,1,1,2021-02-01T00:00:00Z,303,3772,14629,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Citharinus congicus,Citharinus congicus congicus,Citharinus congicus
Citharinus eburneensis,accepted name,6079,Citharinus eburneensis,Teleostei,Characiformes,Citharinidae,Citharinus,NA,TRUE,eburneensis,1,0,31640,Citharinus,eburneensis,"Daget, 1962",1962,2938,NA,eburneensis,Year from Eschmeyer (CofF 1998: Ref. 26282).,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27166,1,NA,1,1,2021-02-01T00:00:00Z,303,3773,9307,1,NA,21,1992-07-16T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-06-21T00:00:00Z,NA,Citharinus eburneensis,Citharinus eburneensis eburneensis,Citharinus eburneensis
Citharinus gibbosus,accepted name,11267,Citharinus gibbosus,Teleostei,Characiformes,Citharinidae,Citharinus,NA,TRUE,gibbosus,1,0,34443,Citharinus,gibbosus,"Boulenger, 1899",1899,7095,NA,gibbosus,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27164,1,NA,1,1,2021-02-01T00:00:00Z,303,3774,549,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Citharinus gibbosus,Citharinus gibbosus gibbosus,Citharinus gibbosus
Citharinus latus,accepted name,5268,Citharinus latus,Teleostei,Characiformes,Citharinidae,Citharinus,NA,TRUE,latus,1,0,31305,Citharinus,latus,"Müller & Troschel, 1844",1844,2938,NA,latus,Author year from Eschmeyer (CofF ver. Jun. 2007: Ref. 58462); also appeared in 1845.,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27161,1,NA,1,1,2021-02-01T00:00:00Z,303,29812,3070,1,NA,22,1992-03-24T00:00:00Z,303,2010-01-25T00:00:00Z,34,1994-06-21T00:00:00Z,NA,Citharinus latus,Citharinus latus latus,Citharinus latus
Citharinus macrolepis,accepted name,11268,Citharinus macrolepis,Teleostei,Characiformes,Citharinidae,Citharinus,NA,TRUE,macrolepis,1,0,34444,Citharinus,macrolepis,"Boulenger, 1899",1899,7095,NA,macrolepis,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27165,1,NA,1,1,2021-02-01T00:00:00Z,303,3775,549,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Citharinus macrolepis,Citharinus macrolepis macrolepis,Citharinus macrolepis
Belonophago hutsebouti,accepted name,11171,Belonophago hutsebouti,Teleostei,Characiformes,Distichodontidae,Belonophago,NA,TRUE,hutsebouti,1,0,17216,Belonophago,hutsebouti,"Giltay, 1929",1929,98676,NA,hutsebouti,NA,"Species named after R.P. Joseph Hutsebout (sic), the collector of the type specimens (Ref. 98676). Correct spelling of collector's name should be Hutsebaut (Gert Boden, pers. comm.).",NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,27395,1,NA,1,1,2021-02-01T00:00:00Z,303,4380,1795,1,NA,34,1994-09-08T00:00:00Z,675,2015-01-08T19:57:29Z,34,1995-12-11T00:00:00Z,NA,Belonophago hutsebouti,Belonophago hutsebouti hutsebouti,Belonophago hutsebouti
Belonophago hutsebauti,synonym,11171,Belonophago hutsebouti,Teleostei,Characiformes,Distichodontidae,Belonophago,NA,TRUE,hutsebouti,1,0,17216,Belonophago,hutsebauti,"Giltay, 1929",1929,12965,NA,hutsebauti,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,27396,255,"GSD status set up by query, Nicolas, 17/10/12. Record previously modified by encoder no. 113 on  28/08/06.",0,9,NA,NA,4380,1795,1,NA,34,1994-06-20T00:00:00Z,303,2012-10-17T00:00:00Z,34,1994-09-08T00:00:00Z,NA,Belonophago hutsebauti,Belonophago hutsebauti hutsebauti,Belonophago hutsebouti
Belonophago tinanti,accepted name,11173,Belonophago tinanti,Teleostei,Characiformes,Distichodontidae,Belonophago,NA,TRUE,tinanti,1,0,34371,Belonophago,tinanti,"Poll, 1939",1939,7094,NA,tinanti,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27397,1,NA,1,1,2021-02-01T00:00:00Z,303,3685,3513,1,NA,34,1994-06-20T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Belonophago tinanti,Belonophago tinanti tinanti,Belonophago tinanti
Congocharax olbrechtsi,accepted name,11176,Congocharax olbrechtsi,Teleostei,Characiformes,Distichodontidae,Congocharax,NA,TRUE,olbrechtsi,1,0,20563,Congocharax,olbrechtsi,"(Poll, 1954)",1954,7094,NA,olbrechtsi,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,27398,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,26691,12662,1,NA,34,1994-06-20T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-06T00:00:00Z,NA,Congocharax olbrechtsi,Congocharax olbrechtsi olbrechtsi,Congocharax olbrechtsi
Hemigrammocharax olbrechtsi,synonym,11176,Congocharax olbrechtsi,Teleostei,Characiformes,Distichodontidae,Congocharax,NA,TRUE,olbrechtsi,1,0,20563,Hemigrammocharax,olbrechtsi,"Poll, 1954",1954,5331,NA,olbrechtsi,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,27399,2,NA,1,1,2021-02-01T00:00:00Z,303,26691,12662,1,NA,34,1995-01-18T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-06T00:00:00Z,NA,Hemigrammocharax olbrechtsi,Hemigrammocharax olbrechtsi olbrechtsi,Congocharax olbrechtsi
Neolebias olbrechtsi,synonym,11176,Congocharax olbrechtsi,Teleostei,Characiformes,Distichodontidae,Congocharax,NA,TRUE,olbrechtsi,1,0,20563,Neolebias,olbrechtsi,"(Poll, 1954)",1954,5331,NA,olbrechtsi,In Vari 1979 (p.329).,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,27400,3,NA,0,9,NA,NA,26691,12662,1,NA,34,1995-01-18T00:00:00Z,1307,2014-09-18T00:00:00Z,34,1995-12-06T00:00:00Z,NA,Neolebias olbrechtsi,Neolebias olbrechtsi olbrechtsi,Congocharax olbrechtsi
Distichodus affinis,accepted name,11181,Distichodus affinis,Teleostei,Characiformes,Distichodontidae,Distichodus,Silver distichodus,TRUE,affinis,1,0,34376,Distichodus,affinis,"Günther, 1873",1873,7094,NA,affinis,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,27200,1,NA,1,1,2021-02-01T00:00:00Z,303,4397,2003,1,NA,34,1994-06-20T00:00:00Z,303,2006-02-10T00:00:00Z,3,1994-08-14T00:00:00Z,NA,Distichodus affinis,Distichodus affinis affinis,Distichodus affinis
Distichodura affine,synonym,11181,Distichodus affinis,Teleostei,Characiformes,Distichodontidae,Distichodus,Silver distichodus,TRUE,affinis,1,0,34376,Distichodura,affine,"(Günther, 1873)",1873,7094,NA,affine,"Misspelling of <i>affinis</i>, in Fowler 1975.",NA,NA,NA,0,0,senior synonym,NA,new combination,0,1,NA,0,0,0,27201,255,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,4397,2003,1,NA,34,1995-01-18T00:00:00Z,113,2006-11-30T00:00:00Z,34,1995-01-19T00:00:00Z,NA,Distichodura affine,Distichodura affine affine,Distichodus affinis
Distichodus abbreviatus,synonym,11181,Distichodus affinis,Teleostei,Characiformes,Distichodontidae,Distichodus,Silver distichodus,TRUE,affinis,1,0,20581,Distichodus,abbreviatus,"Peters, 1877",1877,7094,NA,abbreviatus,Year from Eschmeyer (CofF 1998: Ref. 26282).,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,27202,4,NA,1,1,2021-02-01T00:00:00Z,303,3688,3454,1,NA,34,1995-01-18T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus abbreviatus,Distichodus abbreviatus abbreviatus,Distichodus affinis
Distichodus altus,accepted name,11182,Distichodus altus,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,altus,1,0,34377,Distichodus,altus,"Boulenger, 1899",1899,7094,NA,altus,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27220,1,NA,1,1,2021-02-01T00:00:00Z,303,3689,549,1,NA,34,1994-06-20T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus altus,Distichodus altus altus,Distichodus altus
Distichodus antonii,accepted name,11183,Distichodus antonii,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,antonii,1,0,34378,Distichodus,antonii,"Schilthuis, 1891",1891,96324,NA,antonii,NA,<i>Distichodus antonii</i> was probably named in memory of Anton Greshoff 1855-1905 (Nieuw Letterkundig Magazijn) who collected the holotype (Ref. 96324).,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27203,1,NA,1,1,2021-02-01T00:00:00Z,303,3690,3925,1,NA,34,1994-06-20T00:00:00Z,675,2017-04-19T19:22:20Z,34,1995-12-11T00:00:00Z,NA,Distichodus antonii,Distichodus antonii antonii,Distichodus antonii
Distichodus atroventralis,accepted name,11184,Distichodus atroventralis,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,atroventralis,1,0,34379,Distichodus,atroventralis,"Boulenger, 1898",1898,7094,NA,atroventralis,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27214,1,NA,1,1,2021-02-01T00:00:00Z,303,3691,4864,1,NA,34,1994-06-20T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus atroventralis,Distichodus atroventralis atroventralis,Distichodus atroventralis
Distichodus brevipinnis,accepted name,5255,Distichodus brevipinnis,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,brevipinnis,1,0,31295,Distichodus,brevipinnis,"Günther, 1864",1864,2936,NA,brevipinnis,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27188,1,NA,1,1,2021-02-01T00:00:00Z,303,3692,1974,1,NA,22,1992-03-23T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-08-28T00:00:00Z,NA,Distichodus brevipinnis,Distichodus brevipinnis brevipinnis,Distichodus brevipinnis
Distichodus decemmaculatus,accepted name,11188,Distichodus decemmaculatus,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,decemmaculatus,1,0,34383,Distichodus,decemmaculatus,"Pellegrin, 1926",1926,7094,NA,decemmaculatus,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27226,1,NA,1,1,2021-02-01T00:00:00Z,303,3693,3404,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus decemmaculatus,Distichodus decemmaculatus decemmaculatus,Distichodus decemmaculatus
Distichodus engycephalus,accepted name,5254,Distichodus engycephalus,Teleostei,Characiformes,Distichodontidae,Distichodus,Perch,TRUE,engycephalus,1,0,31294,Distichodus,engycephalus,"Günther, 1864",1864,2936,NA,engycephalus,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,27189,1,NA,1,1,2021-02-01T00:00:00Z,303,3694,1974,1,NA,22,1992-03-23T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-08-28T00:00:00Z,NA,Distichodus engycephalus,Distichodus engycephalus engycephalus,Distichodus engycephalus
Distichodus touteei,synonym,5254,Distichodus engycephalus,Teleostei,Characiformes,Distichodontidae,Distichodus,Perch,TRUE,engycephalus,1,0,5192,Distichodus,touteei,"Pellegrin, 1906",1906,2936,NA,touteei,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,27190,4,NA,1,1,2021-02-01T00:00:00Z,303,3695,15683,1,NA,22,1992-03-23T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-01-18T00:00:00Z,NA,Distichodus touteei,Distichodus touteei touteei,Distichodus engycephalus
Distichodus fasciolatus,accepted name,11190,Distichodus fasciolatus,Teleostei,Characiformes,Distichodontidae,Distichodus,Sharktail distichodus,TRUE,fasciolatus,1,0,34384,Distichodus,fasciolatus,"Boulenger, 1898",1898,96324,NA,fasciolatus,"Three syntypes of <i>Distichodus fasciolatus</i> (MRAC 28, MRAC 63 and MRAC 102) were found to be <i>Distichodus antonii</i> (Ref. 96324).","The species name ""<i>fasciolatus</i>"" is derived from the Latin word ""<i>fascia</i>"", meaning ""band, bandage, girdle, zone, strip, stripe"" with ""<i>fasciola</i>"" as a diminutive and most probably refers to the well-marked transverse bars on the flanks (Ref. 96324).",NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,0,1,27215,1,NA,1,1,2021-02-01T00:00:00Z,303,3696,4864,1,NA,34,1994-06-21T00:00:00Z,675,2017-04-20T16:35:10Z,3,1994-08-14T00:00:00Z,NA,Distichodus fasciolatus,Distichodus fasciolatus fasciolatus,Distichodus fasciolatus
Distichodus fasciatus,synonym,11190,Distichodus fasciolatus,Teleostei,Characiformes,Distichodontidae,Distichodus,Sharktail distichodus,TRUE,fasciolatus,1,0,34384,Distichodus,fasciatus,"Boulenger, 1898",1898,7094,NA,fasciatus,<i>Lapsus calami</i> for <i>fasciolatus</i>.,NA,NA,NA,0,0,senior synonym,other,original combination,0,1,LC,0,0,0,27216,255,NA,0,9,NA,NA,3696,4864,1,NA,34,1995-01-18T00:00:00Z,303,2013-07-08T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus fasciatus,Distichodus fasciatus fasciatus,Distichodus fasciolatus
Distichodus hypostomatus,accepted name,11191,Distichodus hypostomatus,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,hypostomatus,1,0,34385,Distichodus,hypostomatus,"Pellegrin, 1900",1900,7094,NA,hypostomatus,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27222,1,NA,1,1,2021-02-01T00:00:00Z,303,3698,6253,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus hypostomatus,Distichodus hypostomatus hypostomatus,Distichodus hypostomatus
Distichodus ingae,accepted name,69120,Distichodus ingae,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,ingae,1,0,174216,Distichodus,ingae,"Moelants & Snoeks, 2018",2018,122092,NA,ingae,NA,"The species is named after its type locality close to Inga, Lower Congo; a noun in genitive (Ref. 122092).",NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,1,1,27231,NA,NA,1,1,2021-02-01T00:00:00Z,303,75211,35738,0,NA,675,2020-06-23T15:19:38Z,675,2020-06-23T19:37:46Z,NA,NA,NA,Distichodus ingae,Distichodus ingae ingae,Distichodus ingae
Distichodus kasaiensis,accepted name,69117,Distichodus kasaiensis,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,kasaiensis,1,0,174213,Distichodus,kasaiensis,"Vreven, Moelants & Snoeks, 2018",2018,122092,NA,kasaiensis,NA,The species is named after the Kasai River to which it appears to be endemic; an adjective (Ref. 122092).,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,1,1,27233,NA,NA,1,1,2021-02-01T00:00:00Z,303,75212,35738,0,NA,675,2020-06-19T17:09:54Z,675,2020-06-19T20:41:30Z,NA,NA,NA,Distichodus kasaiensis,Distichodus kasaiensis kasaiensis,Distichodus kasaiensis
Distichodus kolleri,accepted name,11192,Distichodus kolleri,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,kolleri,1,0,34386,Distichodus,kolleri,"Holly, 1926",1926,7094,NA,kolleri,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,27227,1,NA,1,1,2021-02-01T00:00:00Z,303,3699,15791,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus kolleri,Distichodus kolleri kolleri,Distichodus kolleri
Distichodus vexillifer,synonym,11192,Distichodus kolleri,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,kolleri,1,0,20585,Distichodus,vexillifer,"Pellegrin, 1927",1927,7094,NA,vexillifer,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,27228,4,NA,1,1,2021-02-01T00:00:00Z,303,3700,15813,1,NA,34,1995-01-18T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus vexillifer,Distichodus vexillifer vexillifer,Distichodus kolleri
Distichodus langi,accepted name,11193,Distichodus langi,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,langi,1,0,34387,Distichodus,langi,"Nichols & Griscom, 1917",1917,96324,NA,langi,The specimen AMNH 7010 has been wrongfully assigned paratype status (Ref. 93249); it is re-identified as <i>Distichodus fasciolatus</i> (Ref. 96324).,"Named in honour of the collector, Herbert Lang (Ref. 41594), who collected fish in the Congo basin from 1909 to 1915 for the AMNH, in collaboration with James Chapin (Ref. 96324).",NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27224,1,NA,1,1,2021-02-01T00:00:00Z,303,3701,3185,1,NA,34,1994-06-21T00:00:00Z,675,2017-04-20T18:05:48Z,34,1995-12-11T00:00:00Z,NA,Distichodus langi,Distichodus langi langi,Distichodus langi
