speciesName,status,fbSpecCode,validName,class,order,family,genus,commonName,commonSpecies,Species,Fresh,Brack,SynOC,SynGenus,SynSpecies,Author,Year,SynonymsRef,SyncodeValid,LastEpithet,Comment,Etymology,ETYFish,ETYFishURL,Valid,ValidTax,Synonymy,SynonymyDetail,Combination,OriginalPub,Misspelling,MisspellingDetail,NounApposition,Protonym,Basionym,StatusOrder,RankSearch,CommentTax,GSDOriginal,GSDStatus,GSDVersionDate,GSDExpert,CAS_SPC,CAS_REF_NO,CoL,ION_ID,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,synonym_base,synonym_sub,fishbaseValid
Pseudotropheus fuscoides,accepted name,2366,Pseudotropheus fuscoides,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,fuscoides,1,0,30539,Pseudotropheus,fuscoides,"Fryer, 1956",1956,5684,NA,fuscoides,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,66127,1,NA,1,1,2014-05-19T00:00:00Z,303,25525,12192,1,NA,3,1991-03-04T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-03-23T00:00:00Z,NA,Pseudotropheus fuscoides,Pseudotropheus fuscoides fuscoides,Pseudotropheus fuscoides
Pseudotropheus fuscus,accepted name,2367,Pseudotropheus fuscus,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,fuscus,1,0,30540,Pseudotropheus,fuscus,"Trewavas, 1935",1935,5684,NA,fuscus,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,66124,1,NA,1,1,2021-02-01T00:00:00Z,303,16557,4451,1,NA,3,1991-03-04T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-09-01T00:00:00Z,NA,Pseudotropheus fuscus,Pseudotropheus fuscus fuscus,Pseudotropheus fuscus
Pseudotropheus galanos,accepted name,59148,Pseudotropheus galanos,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,galanos,1,0,144535,Pseudotropheus,galanos,"Stauffer & Kellogg, 2002",2002,41512,NA,galanos,NA,Named for the blue highlights along the lateral sides.,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,66146,1,NA,1,1,2021-02-01T00:00:00Z,303,66660,25895,1,NA,14,2002-03-25T00:00:00Z,303,2006-02-10T00:00:00Z,NA,NA,NA,Pseudotropheus galanos,Pseudotropheus galanos galanos,Pseudotropheus galanos
Pseudotropheus interruptus,accepted name,8359,Pseudotropheus interruptus,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,interruptus,1,0,32792,Pseudotropheus,interruptus,"(Johnson, 1975)",1975,89864,NA,interruptus,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,66131,NA,NA,0,9,NA,NA,16541,2356,0,NA,675,2013-07-24T21:21:36Z,303,2013-12-03T00:00:00Z,NA,NA,NA,Pseudotropheus interruptus,Pseudotropheus interruptus interruptus,Pseudotropheus interruptus
Melanochromis elastodema,synonym,8359,Pseudotropheus interruptus,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,interruptus,1,0,112640,Melanochromis,elastodema,"Bowers & Stauffer, 1997",1997,93956,NA,elastodema,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,1,0,NA,0,0,1,66133,1,NA,1,1,2021-02-01T00:00:00Z,303,64002,22861,1,NA,97,1998-02-11T00:00:00Z,675,2013-07-30T20:11:09Z,NA,NA,NA,Melanochromis elastodema,Melanochromis elastodema elastodema,Pseudotropheus interruptus
Melanochromis interruptus,synonym,8359,Pseudotropheus interruptus,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,interruptus,1,0,32792,Melanochromis,interruptus,"Johnson, 1975",1975,89864,NA,interruptus,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,1,0,NA,0,0,1,66132,1,NA,1,1,2021-02-01T00:00:00Z,303,16541,2356,1,NA,34,1993-08-31T00:00:00Z,303,2013-12-03T00:00:00Z,34,1994-03-21T00:00:00Z,NA,Melanochromis interruptus,Melanochromis interruptus interruptus,Pseudotropheus interruptus
Pseudotropheus johannii,accepted name,2346,Pseudotropheus johannii,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,Bluegray mbuna,TRUE,johannii,1,0,11093,Pseudotropheus,johannii,"Eccles, 1973",1973,89864,NA,johannii,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,66128,2,NA,1,1,2021-02-01T00:00:00Z,303,16558,104,1,NA,34,1993-08-31T00:00:00Z,675,2013-07-24T17:58:50Z,34,1995-12-07T00:00:00Z,NA,Pseudotropheus johannii,Pseudotropheus johannii johannii,Pseudotropheus johannii
Melanochromis johanni,synonym,2346,Pseudotropheus johannii,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,Bluegray mbuna,TRUE,johannii,1,0,11093,Melanochromis,johanni,"(Eccles, 1973)",1973,NA,NA,johanni,NA,NA,NA,NA,0,0,senior synonym,NA,new combination,0,1,NA,0,0,0,66130,255,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,16558,104,1,NA,34,2000-05-06T00:00:00Z,113,2006-08-28T00:00:00Z,NA,NA,NA,Melanochromis johanni,Melanochromis johanni johanni,Pseudotropheus johannii
Melanochromis johannii,synonym,2346,Pseudotropheus johannii,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,Bluegray mbuna,TRUE,johannii,1,0,11093,Melanochromis,johannii,"(Eccles, 1973)",1973,89864,NA,johannii,NA,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,66129,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,16558,104,1,NA,3,1991-03-01T00:00:00Z,675,2013-07-24T17:58:10Z,34,1994-03-21T00:00:00Z,NA,Melanochromis johannii,Melanochromis johannii johannii,Pseudotropheus johannii
Pseudotropheus livingstonii,accepted name,2373,Pseudotropheus livingstonii,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,livingstonii,1,0,11014,Pseudotropheus,livingstonii,"(Boulenger, 1899)",1899,119458,NA,livingstonii,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,66111,3,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,38578,14695,1,NA,3,1991-03-04T00:00:00Z,675,2019-01-31T22:25:14Z,34,1994-03-23T00:00:00Z,NA,Pseudotropheus livingstonii,Pseudotropheus livingstonii livingstonii,Pseudotropheus livingstonii
Maylandia livingstonii,synonym,2373,Pseudotropheus livingstonii,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,livingstonii,1,0,11014,Maylandia,livingstonii,"(Boulenger, 1899)",1899,119458,NA,livingstonii,NA,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,66113,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,38578,14695,1,NA,14,2007-05-28T00:00:00Z,675,2019-01-31T22:24:34Z,NA,NA,NA,Maylandia livingstonii,Maylandia livingstonii livingstonii,Pseudotropheus livingstonii
Metriaclima livingstonii,synonym,2373,Pseudotropheus livingstonii,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,livingstonii,1,0,11014,Metriaclima,livingstonii,"(Boulenger, 1899)",1899,27596,NA,livingstonii,"Also Ref. 76849, 79558.",NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,66114,3,NA,0,9,NA,NA,38578,14695,1,NA,1307,2008-10-29T21:02:42Z,303,2013-07-02T00:00:00Z,NA,NA,NA,Metriaclima livingstonii,Metriaclima livingstonii livingstonii,Pseudotropheus livingstonii
Pseudotropheus livingstoni,synonym,2373,Pseudotropheus livingstonii,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,livingstonii,1,0,11014,Pseudotropheus,livingstoni,"(Boulenger, 1899)",1899,5684,NA,livingstoni,In Neergaard 1981.,NA,NA,NA,0,0,senior synonym,NA,new combination,0,1,NA,0,0,0,66115,255,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,38578,14695,1,NA,34,1993-08-28T00:00:00Z,113,2006-08-28T00:00:00Z,2,1994-11-14T00:00:00Z,NA,Pseudotropheus livingstoni,Pseudotropheus livingstoni livingstoni,Pseudotropheus livingstonii
Tilapia livingstonei,synonym,2373,Pseudotropheus livingstonii,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,livingstonii,1,0,11014,Tilapia,livingstonei,"Boulenger, 1899",1899,5684,NA,livingstonei,In Pellegrin 1904.,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,66116,255,"GSD status set up by query, Nicolas, 17/10/12. Record previously modified by encoder no. 14 on  28/05/07.",0,9,NA,NA,38578,14695,1,NA,34,1993-08-28T00:00:00Z,303,2012-10-17T00:00:00Z,2,1994-11-14T00:00:00Z,NA,Tilapia livingstonei,Tilapia livingstonei livingstonei,Pseudotropheus livingstonii
Tilapia livingstoni,synonym,2373,Pseudotropheus livingstonii,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,livingstonii,1,0,11014,Tilapia,livingstoni,"Boulenger, 1899",1899,5684,NA,livingstoni,In Boulenger 1905.,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,66117,255,"GSD status set up by query, Nicolas, 17/10/12. Record previously modified by encoder no. 14 on  28/05/07.",0,9,NA,NA,38578,14695,1,NA,34,1993-08-28T00:00:00Z,303,2012-10-17T00:00:00Z,2,1994-11-14T00:00:00Z,NA,Tilapia livingstoni,Tilapia livingstoni livingstoni,Pseudotropheus livingstonii
Tilapia livingstonii,synonym,2373,Pseudotropheus livingstonii,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,livingstonii,1,0,11014,Tilapia,livingstonii,"Boulenger, 1899",1899,5684,NA,livingstonii,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,66112,2,NA,1,1,2021-02-01T00:00:00Z,303,38578,14695,1,NA,34,1993-08-28T00:00:00Z,303,2006-02-10T00:00:00Z,2,1994-11-14T00:00:00Z,NA,Tilapia livingstonii,Tilapia livingstonii livingstonii,Pseudotropheus livingstonii
Pseudotropheus perileucos,accepted name,46259,Pseudotropheus perileucos,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,perileucos,1,0,112643,Pseudotropheus,perileucos,"(Bowers & Stauffer, 1997)",1997,89864,NA,perileucos,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,66144,NA,NA,0,9,NA,NA,64004,22861,0,NA,675,2013-07-25T19:57:06Z,303,2013-12-03T00:00:00Z,NA,NA,NA,Pseudotropheus perileucos,Pseudotropheus perileucos perileucos,Pseudotropheus perileucos
Melanochromis perileucos,synonym,46259,Pseudotropheus perileucos,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,perileucos,1,0,112643,Melanochromis,perileucos,"Bowers & Stauffer, 1997",1997,89864,NA,perileucos,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,1,0,NA,0,0,1,66145,1,NA,1,1,2021-02-01T00:00:00Z,303,64004,22861,1,NA,97,1998-02-11T00:00:00Z,303,2013-12-03T00:00:00Z,NA,NA,NA,Melanochromis perileucos,Melanochromis perileucos perileucos,Pseudotropheus perileucos
Pseudotropheus perspicax,accepted name,2350,Pseudotropheus perspicax,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,perspicax,1,0,30282,Pseudotropheus,perspicax,"(Trewavas, 1935)",1935,6256,NA,perspicax,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,66125,1,Also Ref. 79521.,0,9,NA,NA,38150,4451,1,NA,14,2007-05-28T00:00:00Z,303,2011-05-06T00:00:00Z,NA,NA,NA,Pseudotropheus perspicax,Pseudotropheus perspicax perspicax,Pseudotropheus perspicax
Melanochromis perspicax,synonym,2350,Pseudotropheus perspicax,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,perspicax,1,0,30282,Melanochromis,perspicax,"Trewavas, 1935",1935,5663,NA,perspicax,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,1,0,NA,0,0,1,66126,2,NA,1,1,2021-02-01T00:00:00Z,303,38150,4451,1,NA,3,1991-03-01T00:00:00Z,303,2011-05-06T00:00:00Z,34,1994-03-21T00:00:00Z,NA,Melanochromis perspicax,Melanochromis perspicax perspicax,Pseudotropheus perspicax
Pseudotropheus purpuratus,accepted name,8340,Pseudotropheus purpuratus,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,purpuratus,1,0,32775,Pseudotropheus,purpuratus,"Johnson, 1976",1976,5684,NA,purpuratus,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,66136,1,NA,1,1,2021-02-01T00:00:00Z,303,63135,21866,1,NA,34,1993-08-30T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-03-23T00:00:00Z,NA,Pseudotropheus purpuratus,Pseudotropheus purpuratus purpuratus,Pseudotropheus purpuratus
Pseudotropheus tursiops,accepted name,2382,Pseudotropheus tursiops,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,tursiops,1,0,30553,Pseudotropheus,tursiops,"Burgess & Axelrod, 1975",1975,5684,NA,tursiops,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,66134,1,NA,1,1,2021-02-01T00:00:00Z,303,63136,21869,1,NA,3,1991-03-04T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-03-23T00:00:00Z,NA,Pseudotropheus tursiops,Pseudotropheus tursiops tursiops,Pseudotropheus tursiops
Pseudotropheus trusiops,synonym,2382,Pseudotropheus tursiops,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,tursiops,1,0,30553,Pseudotropheus,trusiops,"Burgess & Axelrod, 1975",1975,5684,NA,trusiops,In Allgayer 1979.,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,66135,255,"GSD status set up by query, Nicolas, 17/10/12. Record previously modified by encoder no. 113 on  28/08/06.",0,9,NA,NA,63136,21869,1,NA,34,1993-08-30T00:00:00Z,303,2012-10-17T00:00:00Z,2,1994-11-14T00:00:00Z,NA,Pseudotropheus trusiops,Pseudotropheus trusiops trusiops,Pseudotropheus tursiops
Pseudotropheus williamsi,accepted name,8344,Pseudotropheus williamsi,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,Red top williamsi,TRUE,williamsi,1,0,11027,Pseudotropheus,williamsi,"(Günther, 1894)",1894,5684,NA,williamsi,"Year from Eschmeyer, pers. comm.",NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,66107,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,21857,2018,1,NA,34,1993-08-30T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-03-23T00:00:00Z,NA,Pseudotropheus williamsi,Pseudotropheus williamsi williamsi,Pseudotropheus williamsi
Chromis williamsi,synonym,8344,Pseudotropheus williamsi,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,Red top williamsi,TRUE,williamsi,1,0,11027,Chromis,williamsi,"Günther, 1894",1894,5684,NA,williamsi,"Year from Eschmeyer, pers. comm.",NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,66108,2,NA,1,1,2021-02-01T00:00:00Z,303,21857,2018,1,NA,34,1993-08-30T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-08T00:00:00Z,NA,Chromis williamsi,Chromis williamsi williamsi,Pseudotropheus williamsi
Pseudotropheus williamsii,synonym,8344,Pseudotropheus williamsi,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,Red top williamsi,TRUE,williamsi,1,0,11027,Pseudotropheus,williamsii,"(Günther, 1894)",1894,5684,NA,williamsii,In Borodin 1936.,NA,NA,NA,0,0,senior synonym,NA,new combination,0,1,NA,0,0,0,66110,255,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,21857,2018,1,NA,34,1993-08-30T00:00:00Z,113,2006-08-28T00:00:00Z,34,1995-12-08T00:00:00Z,NA,Pseudotropheus williamsii,Pseudotropheus williamsii williamsii,Pseudotropheus williamsi
Tilapia williamsi,synonym,8344,Pseudotropheus williamsi,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,Red top williamsi,TRUE,williamsi,1,0,11027,Tilapia,williamsi,"(Günther, 1894)",1894,5684,NA,williamsi,In Boulenger 1898.,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,66109,3,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,21857,2018,1,NA,34,1993-08-30T00:00:00Z,10,2006-08-15T00:00:00Z,34,1995-12-08T00:00:00Z,NA,Tilapia williamsi,Tilapia williamsi williamsi,Pseudotropheus williamsi
Pterochromis congicus,accepted name,8820,Pterochromis congicus,Teleostei,Cichliformes,Cichlidae,Pterochromis,NA,TRUE,congicus,1,0,16969,Pterochromis,congicus,"(Boulenger, 1897)",1897,5685,NA,congicus,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,66442,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,22100,14629,1,NA,34,1994-02-28T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-03-23T00:00:00Z,NA,Pterochromis congicus,Pterochromis congicus congicus,Pterochromis congicus
Pelmatochromis congicus,synonym,8820,Pterochromis congicus,Teleostei,Cichliformes,Cichlidae,Pterochromis,NA,TRUE,congicus,1,0,16969,Pelmatochromis,congicus,"Boulenger, 1897",1897,5685,NA,congicus,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,66443,2,NA,1,1,2021-02-01T00:00:00Z,303,22100,14629,1,NA,34,1994-08-31T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-08T00:00:00Z,NA,Pelmatochromis congicus,Pelmatochromis congicus congicus,Pterochromis congicus
Ptychochromis curvidens,accepted name,62933,Ptychochromis curvidens,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,curvidens,1,0,158081,Ptychochromis,curvidens,"Stiassny & Sparks, 2006",2006,57663,NA,curvidens,NA,"Specific name comes from the Latin, <i>curvus</i>, a 'curve', and <i>dens</i>, a 'tooth', in reference to the apomorphically recurved oral jaw dentition characteristic for this species (Ref. 57663).",NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,67439,1,NA,1,1,2021-02-01T00:00:00Z,303,69264,28788,1,NA,675,2006-11-14T17:28:02Z,303,2006-12-06T00:00:00Z,NA,NA,NA,Ptychochromis curvidens,Ptychochromis curvidens curvidens,Ptychochromis curvidens
Ptychochromis ernestmagnusi,accepted name,65593,Ptychochromis ernestmagnusi,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,ernestmagnusi,1,0,164306,Ptychochromis,ernestmagnusi,"Sparks & Stiassny, 2010",2010,83427,NA,ernestmagnusi,NA,"Named in honor of Mr. Ernest Magnus of Berlin, Germany, and New York City, at the request of the family of Dr. Rudolph G. Arndt, whose support of ichthyological exploration and research at the American Museum of Natural History is gratefully acknowledged (Ref. 83427).",NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,67444,1,NA,1,1,2021-02-01T00:00:00Z,303,71300,30695,1,NA,10,2010-07-07T00:00:00Z,675,2018-01-16T20:57:17Z,NA,NA,NA,Ptychochromis ernestmagnusi,Ptychochromis ernestmagnusi ernestmagnusi,Ptychochromis ernestmagnusi
Ptychochromis grandidieri,accepted name,61566,Ptychochromis grandidieri,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,grandidieri,1,1,151503,Ptychochromis,grandidieri,"Sauvage, 1882",1882,50642,NA,grandidieri,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,0,1,67434,1,NA,1,1,2021-02-01T00:00:00Z,303,38669,3894,1,NA,675,2004-02-17T00:00:00Z,303,2017-10-27T00:00:00Z,NA,NA,NA,Ptychochromis grandidieri,Ptychochromis grandidieri grandidieri,Ptychochromis grandidieri
Ptychochromis madagascariensis,synonym,61566,Ptychochromis grandidieri,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,grandidieri,1,1,151507,Ptychochromis,madagascariensis,"Liénard, 1891",1891,50642,NA,madagascariensis,In Sauvage.  Author from Eschmeyer (CofF ver. Oct. 2012: Ref. 92135).,NA,NA,NA,0,0,junior synonym,NA,original combination,1,0,NA,0,0,1,67436,4,NA,1,1,2021-02-01T00:00:00Z,303,38594,14503,1,NA,675,2004-02-18T00:00:00Z,303,2017-10-27T00:00:00Z,NA,NA,NA,Ptychochromis madagascariensis,Ptychochromis madagascariensis madagascariensis,Ptychochromis grandidieri
Tilapia grandidieri,synonym,61566,Ptychochromis grandidieri,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,grandidieri,1,1,151503,Tilapia,grandidieri,"(Sauvage, 1882)",1882,50642,NA,grandidieri,NA,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,67435,3,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,38669,3894,1,NA,675,2004-02-17T00:00:00Z,303,2017-10-27T00:00:00Z,NA,NA,NA,Tilapia grandidieri,Tilapia grandidieri grandidieri,Ptychochromis grandidieri
Tilapia madagascariensis,synonym,61566,Ptychochromis grandidieri,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,grandidieri,1,1,151507,Tilapia,madagascariensis,"(Liénard, 1891)",1891,50642,NA,madagascariensis,NA,NA,NA,NA,0,0,junior synonym,NA,new combination,0,0,NA,0,0,0,67437,5,NA,0,9,NA,NA,38594,14503,1,NA,675,2004-02-18T00:00:00Z,303,2017-10-27T00:00:00Z,NA,NA,NA,Tilapia madagascariensis,Tilapia madagascariensis madagascariensis,Ptychochromis grandidieri
Ptychochromis inornatus,accepted name,59100,Ptychochromis inornatus,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,inornatus,1,1,144464,Ptychochromis,inornatus,"Sparks, 2002",2002,41510,NA,inornatus,NA,"From the lack of a series of large, dark lateral blotches on the flanks and its overall plain appearance compared to congeneric species.",NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,67438,1,NA,1,1,2021-02-01T00:00:00Z,303,66658,25893,1,NA,14,2002-03-21T00:00:00Z,303,2017-10-27T00:00:00Z,NA,NA,NA,Ptychochromis inornatus,Ptychochromis inornatus inornatus,Ptychochromis inornatus
Ptychochromis insolitus,accepted name,62937,Ptychochromis insolitus,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,insolitus,1,0,158094,Ptychochromis,insolitus,"Stiassny & Sparks, 2006",2006,57663,NA,insolitus,NA,"Name derived from the Latin, <i>insolitus</i>, meaning 'unusual, odd, queer', in reference to the somewhat atypical appearance of the species and the anomalous morphology of the aquarium raised specimens used for the original description (Ref. 57663).",NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,67440,1,NA,1,1,2021-02-01T00:00:00Z,303,69265,28788,1,NA,675,2006-11-14T21:28:30Z,303,2006-12-06T00:00:00Z,NA,NA,NA,Ptychochromis insolitus,Ptychochromis insolitus insolitus,Ptychochromis insolitus
Ptychochromis loisellei,accepted name,62932,Ptychochromis loisellei,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,loisellei,1,0,158080,Ptychochromis,loisellei,"Stiassny & Sparks, 2006",2006,57663,NA,loisellei,NA,"Named for Paul V. Loiselle, who collected the type series, in recognition of his many contributions to the understanding and conservation of Madagascar's freshwater fishes (Ref. 57663).",NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,67441,1,NA,1,1,2021-02-01T00:00:00Z,303,69263,28788,1,NA,675,2006-11-14T16:49:33Z,303,2006-12-06T00:00:00Z,NA,NA,NA,Ptychochromis loisellei,Ptychochromis loisellei loisellei,Ptychochromis loisellei
Ptychochromis mainty,accepted name,68158,Ptychochromis mainty,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,mainty,1,0,172135,Ptychochromis,mainty,"Martinez, Arroyave & Sparks, 2015",2015,105395,NA,mainty,NA,"Named after the Malagasy word for black, <i>mainty</i>, referring to the species’ uniform dark pigmentation pattern in preservation and large black midlateral blotch in life (Ref. 105395).",NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,1,1,67445,NA,NA,1,1,2021-02-01T00:00:00Z,303,74016,34035,0,NA,2579,2017-03-06T21:07:28Z,675,2019-01-18T20:22:18Z,NA,NA,NA,Ptychochromis mainty,Ptychochromis mainty mainty,Ptychochromis mainty
Ptychochromis makira,accepted name,62922,Ptychochromis makira,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,makira,1,0,158066,Ptychochromis,makira,"Stiassny & Sparks, 2006",2006,57663,NA,makira,NA,The species is named after the region in which the type specimens were collected (Ref. 57663).,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,67442,1,NA,1,1,2021-02-01T00:00:00Z,303,69262,28788,1,NA,675,2006-11-13T16:17:19Z,303,2006-11-14T00:00:00Z,NA,NA,NA,Ptychochromis makira,Ptychochromis makira makira,Ptychochromis makira
Ptychochromis oligacanthus,accepted name,8821,Ptychochromis oligacanthus,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,oligacanthus,1,1,12897,Ptychochromis,oligacanthus,"(Bleeker, 1868)",1868,5686,NA,oligacanthus,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,67431,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,20850,424,1,NA,34,1994-02-28T00:00:00Z,303,2017-10-27T00:00:00Z,675,2003-11-05T00:00:00Z,NA,Ptychochromis oligacanthus,Ptychochromis oligacanthus oligacanthus,Ptychochromis oligacanthus
Ptychochromis oligocantus,synonym,8821,Ptychochromis oligacanthus,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,oligacanthus,1,1,12897,Ptychochromis,oligocantus,"(Bleeker, 1868)",1868,5686,NA,oligocantus,NA,NA,NA,NA,0,0,senior synonym,NA,new combination,0,1,NA,0,0,0,67433,255,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,20850,424,1,NA,1,2000-04-18T00:00:00Z,303,2017-10-27T00:00:00Z,NA,NA,NA,Ptychochromis oligocantus,Ptychochromis oligocantus oligocantus,Ptychochromis oligacanthus
