Species,FbSpecCode,Order,Family
Sarotherodon knauerae,65922,Cichliformes,Cichlidae
Sarotherodon lamprechti,65923,Cichliformes,Cichlidae
Sarotherodon linnellii,1445,Cichliformes,Cichlidae
Sarotherodon lohbergeri,1442,Cichliformes,Cichlidae
Sarotherodon melanotheron,1412,Cichliformes,Cichlidae
Sarotherodon mvogoi,2025,Cichliformes,Cichlidae
Sarotherodon nigripinnis,2051,Cichliformes,Cichlidae
Sarotherodon occidentalis,1414,Cichliformes,Cichlidae
Sarotherodon steinbachi,1443,Cichliformes,Cichlidae
Sarotherodon tournieri,2056,Cichliformes,Cichlidae
Sauvagella madagascariensis,1557,Clupeiformes,Ehiravidae
Sauvagella robusta,58936,Clupeiformes,Ehiravidae
Scardinius erythrophthalmus,2951,Cypriniformes,Leuciscidae
Scatophagus tetracanthus,7915,Acanthuriformes,Scatophagidae
Schilbe angolensis,9376,Siluriformes,Schilbeidae
Schilbe banguelensis,9379,Siluriformes,Schilbeidae
Schilbe bocagii,9380,Siluriformes,Schilbeidae
Schilbe brevianalis,9381,Siluriformes,Schilbeidae
Schilbe congensis,9382,Siluriformes,Schilbeidae
Schilbe djeremi,9383,Siluriformes,Schilbeidae
Schilbe durinii,61818,Siluriformes,Schilbeidae
Schilbe grenfelli,9385,Siluriformes,Schilbeidae
Schilbe intermedius,12914,Siluriformes,Schilbeidae
Schilbe laticeps,9387,Siluriformes,Schilbeidae
Schilbe mandibularis,2446,Siluriformes,Schilbeidae
Schilbe marmoratus,9374,Siluriformes,Schilbeidae
Schilbe micropogon,9388,Siluriformes,Schilbeidae
Schilbe moebiusii,9389,Siluriformes,Schilbeidae
Schilbe multitaeniatus,9390,Siluriformes,Schilbeidae
Schilbe mystus,2447,Siluriformes,Schilbeidae
Schilbe nyongensis,9392,Siluriformes,Schilbeidae
Schilbe tumbanus,9396,Siluriformes,Schilbeidae
Schilbe uranoscopus,9375,Siluriformes,Schilbeidae
Schilbe yangambianus,9397,Siluriformes,Schilbeidae
Schilbe zairensis,60384,Siluriformes,Schilbeidae
Schwetzochromis neodon,6898,Cichliformes,Cichlidae
Sciaenochromis ahli,2239,Cichliformes,Cichlidae
Sciaenochromis benthicola,60050,Cichliformes,Cichlidae
Sciaenochromis fryeri,60051,Cichliformes,Cichlidae
Sciaenochromis psammophilus,60048,Cichliformes,Cichlidae
Scriptaphyosemion banforense,2469,Cyprinodontiformes,Nothobranchiidae
Scriptaphyosemion bertholdi,51644,Cyprinodontiformes,Nothobranchiidae
Scriptaphyosemion brueningi,9715,Cyprinodontiformes,Nothobranchiidae
Scriptaphyosemion cauveti,26432,Cyprinodontiformes,Nothobranchiidae
Scriptaphyosemion chaytori,60514,Cyprinodontiformes,Nothobranchiidae
Scriptaphyosemion etzeli,60515,Cyprinodontiformes,Nothobranchiidae
Scriptaphyosemion fredrodi,60346,Cyprinodontiformes,Nothobranchiidae
Scriptaphyosemion geryi,9740,Cyprinodontiformes,Nothobranchiidae
Scriptaphyosemion guignardi,9741,Cyprinodontiformes,Nothobranchiidae
Scriptaphyosemion liberiense,9752,Cyprinodontiformes,Nothobranchiidae
Scriptaphyosemion nigrifluvi,68068,Cyprinodontiformes,Nothobranchiidae
Scriptaphyosemion roloffi,9787,Cyprinodontiformes,Nothobranchiidae
Scriptaphyosemion schmitti,2472,Cyprinodontiformes,Nothobranchiidae
Scriptaphyosemion wieseae,66769,Cyprinodontiformes,Nothobranchiidae
Sedercypris calidus,6091,Cypriniformes,Cyprinidae
Sedercypris erubescens,6092,Cypriniformes,Cyprinidae
Serranochromis altus,50106,Cichliformes,Cichlidae
Serranochromis alvum,69823,Cichliformes,Cichlidae
Serranochromis angusticeps,5358,Cichliformes,Cichlidae
Serranochromis cacuchi,69826,Cichliformes,Cichlidae
Serranochromis cuanza,69825,Cichliformes,Cichlidae
Serranochromis jallae,5362,Cichliformes,Cichlidae
Serranochromis janus,6902,Cichliformes,Cichlidae
Serranochromis longimanus,6903,Cichliformes,Cichlidae
Serranochromis macrocephalus,5359,Cichliformes,Cichlidae
Serranochromis meridianus,6328,Cichliformes,Cichlidae
Serranochromis robustus,2383,Cichliformes,Cichlidae
Serranochromis spei,6907,Cichliformes,Cichlidae
Serranochromis stappersi,6908,Cichliformes,Cichlidae
Serranochromis swartzi,69824,Cichliformes,Cichlidae
Serranochromis thumbergi,5360,Cichliformes,Cichlidae
Shuja horei,6751,Cichliformes,Cichlidae
Sicydium brevifile,9991,Gobiiformes,Gobiidae
Sicydium crenilabrum,50825,Gobiiformes,Gobiidae
Sicyopterus fasciatus,9993,Gobiiformes,Gobiidae
Sicyopterus franouxi,62107,Gobiiformes,Gobiidae
Sicyopterus lagocephalus,9994,Gobiiformes,Gobiidae
Sicyopterus punctissimus,62108,Gobiiformes,Gobiidae
Sicyopus lord,66290,Gobiiformes,Gobiidae
Sierrathrissa leonensis,1552,Clupeiformes,Dorosomatidae
Silhouettea sibayi,6348,Gobiiformes,Gobiidae
Siluranodon auritus,9399,Siluriformes,Schilbeidae
Silurus glanis,289,Siluriformes,Siluridae
Simochromis diagramma,8856,Cichliformes,Cichlidae
Spathodus erythrodon,8862,Cichliformes,Cichlidae
Spathodus marlieri,8863,Cichliformes,Cichlidae
Spratellomorpha bianalis,1558,Clupeiformes,Ehiravidae
Steatocranus bleheri,59985,Cichliformes,Cichlidae
Steatocranus casuarius,8864,Cichliformes,Cichlidae
Steatocranus gibbiceps,8865,Cichliformes,Cichlidae
Steatocranus glaber,8866,Cichliformes,Cichlidae
Steatocranus mpozoensis,8868,Cichliformes,Cichlidae
Steatocranus rouxi,8869,Cichliformes,Cichlidae
Steatocranus tinanti,8871,Cichliformes,Cichlidae
Steatocranus ubanguiensis,8872,Cichliformes,Cichlidae
Stenogobius genivittatus,9997,Gobiiformes,Gobiidae
Stenogobius gymnopomus,9998,Gobiiformes,Gobiidae
Stenogobius kenyae,9999,Gobiiformes,Gobiidae
Stenogobius polyzona,58653,Gobiiformes,Gobiidae
Stigmatochromis macrorhynchos,66293,Cichliformes,Cichlidae
Stigmatochromis melanchros,66294,Cichliformes,Cichlidae
Stigmatochromis modestus,2210,Cichliformes,Cichlidae
Stigmatochromis pholidophorus,2211,Cichliformes,Cichlidae
Stigmatochromis pleurospilus,2208,Cichliformes,Cichlidae
Stigmatochromis woodi,2209,Cichliformes,Cichlidae
Stolothrissa tanganicae,1549,Clupeiformes,Dorosomatidae
Stomatepia mariae,6329,Cichliformes,Cichlidae
Stomatepia mongo,6330,Cichliformes,Cichlidae
Stomatepia pindu,6331,Cichliformes,Cichlidae
Stomatorhinus ater,11038,Osteoglossiformes,Mormyridae
Stomatorhinus corneti,11039,Osteoglossiformes,Mormyridae
Stomatorhinus fuliginosus,11040,Osteoglossiformes,Mormyridae
Stomatorhinus humilior,11041,Osteoglossiformes,Mormyridae
Stomatorhinus kununguensis,11042,Osteoglossiformes,Mormyridae
Stomatorhinus microps,11043,Osteoglossiformes,Mormyridae
Stomatorhinus patrizii,11044,Osteoglossiformes,Mormyridae
Stomatorhinus polli,11045,Osteoglossiformes,Mormyridae
Stomatorhinus polylepis,11046,Osteoglossiformes,Mormyridae
Stomatorhinus puncticulatus,11047,Osteoglossiformes,Mormyridae
Stomatorhinus schoutedeni,11048,Osteoglossiformes,Mormyridae
Strophidon sathete,8595,Anguilliformes,Muraenidae
Syngnathus abaster,1769,Syngnathiformes,Syngnathidae
Synodontis abditus,69652,Siluriformes,Mochokidae
Synodontis acanthomias,9531,Siluriformes,Mochokidae
Synodontis afrofischeri,9533,Siluriformes,Mochokidae
Synodontis alberti,9534,Siluriformes,Mochokidae
Synodontis albolineatus,9535,Siluriformes,Mochokidae
Synodontis angelicus,9536,Siluriformes,Mochokidae
Synodontis annectens,5468,Siluriformes,Mochokidae
Synodontis ansorgii,9537,Siluriformes,Mochokidae
Synodontis arnoulti,9542,Siluriformes,Mochokidae
Synodontis aterrimus,9541,Siluriformes,Mochokidae
Synodontis bastiani,2453,Siluriformes,Mochokidae
Synodontis batensoda,5469,Siluriformes,Mochokidae
Synodontis batesii,9543,Siluriformes,Mochokidae
Synodontis brichardi,9544,Siluriformes,Mochokidae
Synodontis budgetti,9545,Siluriformes,Mochokidae
Synodontis camelopardalis,9546,Siluriformes,Mochokidae
Synodontis carineae,65953,Siluriformes,Mochokidae
Synodontis caudalis,9547,Siluriformes,Mochokidae
Synodontis caudovittatus,9548,Siluriformes,Mochokidae
Synodontis centralis,9549,Siluriformes,Mochokidae
Synodontis clarias,9529,Siluriformes,Mochokidae
Synodontis comoensis,2454,Siluriformes,Mochokidae
Synodontis congicus,9550,Siluriformes,Mochokidae
Synodontis contractus,9551,Siluriformes,Mochokidae
Synodontis courteti,9552,Siluriformes,Mochokidae
Synodontis cuangoanus,9553,Siluriformes,Mochokidae
Synodontis decorus,9554,Siluriformes,Mochokidae
Synodontis dekimpei,12806,Siluriformes,Mochokidae
Synodontis denticulatus,69290,Siluriformes,Mochokidae
Synodontis depauwi,9555,Siluriformes,Mochokidae
Synodontis dhonti,9556,Siluriformes,Mochokidae
Synodontis dorsomaculatus,9557,Siluriformes,Mochokidae
Synodontis eupterus,9559,Siluriformes,Mochokidae
Synodontis filamentosus,9561,Siluriformes,Mochokidae
Synodontis flavitaeniatus,9562,Siluriformes,Mochokidae
Synodontis frontosus,9563,Siluriformes,Mochokidae
Synodontis fuelleborni,9564,Siluriformes,Mochokidae
Synodontis geledensis,9565,Siluriformes,Mochokidae
Synodontis gobroni,9566,Siluriformes,Mochokidae
Synodontis grandiops,63545,Siluriformes,Mochokidae
Synodontis granulosus,9567,Siluriformes,Mochokidae
Synodontis greshoffi,9568,Siluriformes,Mochokidae
Synodontis guttatus,9569,Siluriformes,Mochokidae
Synodontis ilebrevis,63547,Siluriformes,Mochokidae
Synodontis irsacae,63546,Siluriformes,Mochokidae
Synodontis iturii,9571,Siluriformes,Mochokidae
Synodontis katangae,9572,Siluriformes,Mochokidae
Synodontis khartoumensis,9573,Siluriformes,Mochokidae
Synodontis koensis,2455,Siluriformes,Mochokidae
Synodontis kogonensis,64330,Siluriformes,Mochokidae
Synodontis laessoei,9575,Siluriformes,Mochokidae
Synodontis leopardinus,9576,Siluriformes,Mochokidae
Synodontis leopardus,9577,Siluriformes,Mochokidae
Synodontis levequei,12805,Siluriformes,Mochokidae
Synodontis longirostris,9578,Siluriformes,Mochokidae
Synodontis longispinis,9579,Siluriformes,Mochokidae
Synodontis lucipinnis,63550,Siluriformes,Mochokidae
Synodontis lufirae,9580,Siluriformes,Mochokidae
Synodontis macrophthalmus,9581,Siluriformes,Mochokidae
Synodontis macrops,9582,Siluriformes,Mochokidae
Synodontis macropunctatus,64049,Siluriformes,Mochokidae
Synodontis macrostigma,9583,Siluriformes,Mochokidae
Synodontis macrostoma,50216,Siluriformes,Mochokidae
Synodontis manni,58322,Siluriformes,Mochokidae
Synodontis marmoratus,9586,Siluriformes,Mochokidae
Synodontis matthesi,9587,Siluriformes,Mochokidae
Synodontis melanopterus,9588,Siluriformes,Mochokidae
Synodontis melanostictus,66340,Siluriformes,Mochokidae
Synodontis membranaceus,9517,Siluriformes,Mochokidae
Synodontis multimaculatus,9595,Siluriformes,Mochokidae
Synodontis multipunctatus,9596,Siluriformes,Mochokidae
Synodontis nebulosus,9597,Siluriformes,Mochokidae
Synodontis ngouniensis,64702,Siluriformes,Mochokidae
Synodontis nigrita,9598,Siluriformes,Mochokidae
Synodontis nigriventris,9599,Siluriformes,Mochokidae
Synodontis nigromaculatus,8708,Siluriformes,Mochokidae
Synodontis njassae,5384,Siluriformes,Mochokidae
Synodontis notatus,9600,Siluriformes,Mochokidae
Synodontis nummifer,9601,Siluriformes,Mochokidae
Synodontis obesus,2456,Siluriformes,Mochokidae
Synodontis ocellifer,5470,Siluriformes,Mochokidae
Synodontis omias,9602,Siluriformes,Mochokidae
Synodontis orientalis,64327,Siluriformes,Mochokidae
Synodontis ornatipinnis,9603,Siluriformes,Mochokidae
Synodontis ornatissimus,9604,Siluriformes,Mochokidae
Synodontis ouemeensis,64329,Siluriformes,Mochokidae
Synodontis pardalis,9605,Siluriformes,Mochokidae
Synodontis petricola,9606,Siluriformes,Mochokidae
Synodontis pleurops,9607,Siluriformes,Mochokidae
Synodontis polli,9608,Siluriformes,Mochokidae
Synodontis polystigma,9610,Siluriformes,Mochokidae
Synodontis pulcher,9611,Siluriformes,Mochokidae
Synodontis punctifer,2457,Siluriformes,Mochokidae
Synodontis punctulatus,9612,Siluriformes,Mochokidae
Synodontis punu,65135,Siluriformes,Mochokidae
Synodontis rebeli,9613,Siluriformes,Mochokidae
Synodontis resupinatus,9614,Siluriformes,Mochokidae
Synodontis ricardoae,53137,Siluriformes,Mochokidae
Synodontis robbianus,9615,Siluriformes,Mochokidae
Synodontis robertsi,9616,Siluriformes,Mochokidae
Synodontis ruandae,9617,Siluriformes,Mochokidae
Synodontis rufigiensis,9618,Siluriformes,Mochokidae
Synodontis rukwaensis,53141,Siluriformes,Mochokidae
Synodontis schall,2458,Siluriformes,Mochokidae
Synodontis schoutedeni,9619,Siluriformes,Mochokidae
Synodontis serpentis,9620,Siluriformes,Mochokidae
Synodontis serratus,9621,Siluriformes,Mochokidae
Synodontis smiti,9622,Siluriformes,Mochokidae
Synodontis soloni,9623,Siluriformes,Mochokidae
Synodontis sorex,9624,Siluriformes,Mochokidae
Synodontis steindachneri,9627,Siluriformes,Mochokidae
Synodontis tanganyicae,9574,Siluriformes,Mochokidae
Synodontis tessmanni,9629,Siluriformes,Mochokidae
Synodontis thamalakanensis,61409,Siluriformes,Mochokidae
Synodontis thysi,9630,Siluriformes,Mochokidae
Synodontis tourei,9632,Siluriformes,Mochokidae
Synodontis unicolor,9633,Siluriformes,Mochokidae
Synodontis vaillanti,9634,Siluriformes,Mochokidae
Synodontis vanderwaali,50218,Siluriformes,Mochokidae
Synodontis velifer,9636,Siluriformes,Mochokidae
Synodontis vermiculatus,9637,Siluriformes,Mochokidae
Synodontis victoriae,9638,Siluriformes,Mochokidae
Synodontis violaceus,9639,Siluriformes,Mochokidae
Synodontis waterloti,2459,Siluriformes,Mochokidae
Synodontis woleuensis,64328,Siluriformes,Mochokidae
Synodontis woosnami,9642,Siluriformes,Mochokidae
Synodontis xiphias,10218,Siluriformes,Mochokidae
Synodontis zambezensis,7743,Siluriformes,Mochokidae
Synodontis zanzibaricus,9644,Siluriformes,Mochokidae
Taeniochromis holotaenia,2128,Cichliformes,Cichlidae
Taenioides gracilis,10004,Gobiiformes,Gobiidae
Taenioides jacksoni,6350,Gobiiformes,Gobiidae
Taeniolethrinops cyrtonotus,2259,Cichliformes,Cichlidae
Taeniolethrinops furcicauda,2258,Cichliformes,Cichlidae
Taeniolethrinops laticeps,2257,Cichliformes,Cichlidae
Taeniolethrinops praeorbitalis,2310,Cichliformes,Cichlidae
Tangachromis dhanisi,8874,Cichliformes,Cichlidae
Tanganicodus irsacae,8875,Cichliformes,Cichlidae
Tanganikallabes alboperca,66558,Siluriformes,Clariidae
Tanganikallabes mortiauxi,9471,Siluriformes,Clariidae
Tanganikallabes stewarti,66559,Siluriformes,Clariidae
Tanichthys albonubes,4758,Cypriniformes,Tanichthyidae
Teleogramma brichardi,8876,Cichliformes,Cichlidae
Teleogramma depressa,8877,Cichliformes,Cichlidae
Teleogramma gracile,8878,Cichliformes,Cichlidae
Teleogramma monogramma,8879,Cichliformes,Cichlidae
Teleogramma obamaorum,67778,Cichliformes,Cichlidae
Tellia apoda,9649,Cyprinodontiformes,Aphaniidae
Telmatochromis bifrenatus,8881,Cichliformes,Cichlidae
Telmatochromis brachygnathus,62420,Cichliformes,Cichlidae
Telmatochromis brichardi,8883,Cichliformes,Cichlidae
Telmatochromis dhonti,8886,Cichliformes,Cichlidae
Telmatochromis temporalis,8888,Cichliformes,Cichlidae
Telmatochromis vittatus,8890,Cichliformes,Cichlidae
Tenualosa ilisha,1596,Clupeiformes,Dorosomatidae
Tenualosa toli,1600,Clupeiformes,Dorosomatidae
Teramulus kieneri,1308,Atheriniformes,Atherinidae
Teramulus waterloti,9887,Atheriniformes,Atherinidae
Terapon jarbua,4458,Centrarchiformes,Terapontidae
Terapon puta,7946,Centrarchiformes,Terapontidae
Terapon theraps,4829,Centrarchiformes,Terapontidae
Tetracamphilius angustifrons,9401,Siluriformes,Amphiliidae
Tetracamphilius clandestinus,61624,Siluriformes,Amphiliidae
Tetracamphilius notatus,9415,Siluriformes,Amphiliidae
Tetracamphilius pectinatus,61625,Siluriformes,Amphiliidae
Tetraodon duboisi,10102,Tetraodontiformes,Tetraodontidae
Tetraodon lineatus,5466,Tetraodontiformes,Tetraodontidae
Tetraodon mbu,10103,Tetraodontiformes,Tetraodontidae
Tetraodon miurus,10104,Tetraodontiformes,Tetraodontidae
Tetraodon pustulatus,5142,Tetraodontiformes,Tetraodontidae
Tetraodon schoutedeni,10105,Tetraodontiformes,Tetraodontidae
Thoracochromis albolabris,6682,Cichliformes,Cichlidae
Thoracochromis bakongo,6692,Cichliformes,Cichlidae
Thoracochromis brauschi,6700,Cichliformes,Cichlidae
Thoracochromis buysi,6705,Cichliformes,Cichlidae
Thoracochromis callichromus,6706,Cichliformes,Cichlidae
Thoracochromis demeusii,6723,Cichliformes,Cichlidae
Thoracochromis fasciatus,6737,Cichliformes,Cichlidae
Thoracochromis lucullae,6765,Cichliformes,Cichlidae
Thoracochromis moeruensis,6787,Cichliformes,Cichlidae
Thoracochromis schwetzi,6848,Cichliformes,Cichlidae
Thoracochromis stigmatogenys,6856,Cichliformes,Cichlidae
Thoracochromis wingatii,6875,Cichliformes,Cichlidae
Thrattidion noctivagus,1553,Clupeiformes,Dorosomatidae
Thysochromis annectens,8895,Cichliformes,Cichlidae
Thysochromis ansorgii,8894,Cichliformes,Cichlidae
Thysochromis emili,69139,Cichliformes,Cichlidae
Tilapia baloni,8896,Cichliformes,Cichlidae
Tilapia brevimanus,2483,Cichliformes,Cichlidae
Tilapia busumana,2484,Cichliformes,Cichlidae
Tilapia fuelleborni,53147,Cichliformes,Cichlidae
Tilapia guinasana,6332,Cichliformes,Cichlidae
Tilapia pra,65621,Cichliformes,Cichlidae
Tilapia ruweti,8930,Cichliformes,Cichlidae
Tilapia sparrmanii,4719,Cichliformes,Cichlidae
Tinca tinca,269,Cypriniformes,Tincidae
Trachinotus teraia,1977,Carangiformes,Carangidae
Trachyglanis ineac,9443,Siluriformes,Amphiliidae
Trachyglanis intermedius,9444,Siluriformes,Amphiliidae
Trachyglanis minutus,9442,Siluriformes,Amphiliidae
Trachyglanis sanghensis,9461,Siluriformes,Amphiliidae
Tramitichromis brevis,2252,Cichliformes,Cichlidae
Tramitichromis intermedius,2256,Cichliformes,Cichlidae
Tramitichromis lituris,2254,Cichliformes,Cichlidae
Tramitichromis trilineatus,2255,Cichliformes,Cichlidae
Tramitichromis variabilis,2253,Cichliformes,Cichlidae
Trematocara caparti,8955,Cichliformes,Cichlidae
Trematocara kufferathi,8957,Cichliformes,Cichlidae
Trematocara macrostoma,8891,Cichliformes,Cichlidae
Trematocara marginatum,8959,Cichliformes,Cichlidae
Trematocara nigrifrons,8960,Cichliformes,Cichlidae
Trematocara stigmaticum,8962,Cichliformes,Cichlidae
Trematocara unimaculatum,8963,Cichliformes,Cichlidae
Trematocara variabile,8965,Cichliformes,Cichlidae
Trematocara zebra,51602,Cichliformes,Cichlidae
Trematochromis benthicola,6697,Cichliformes,Cichlidae
Trematocranus labifer,2218,Cichliformes,Cichlidae
Trematocranus microstoma,2216,Cichliformes,Cichlidae
Trematocranus pachychilus,69013,Cichliformes,Cichlidae
Trematocranus placodon,2217,Cichliformes,Cichlidae
Trichopodus trichopterus,4675,Anabantiformes,Osphronemidae
Tricuspidalestes caeruleus,11169,Characiformes,Alestidae
Triglachromis otostigma,8970,Cichliformes,Cichlidae
Tropheops biriwira,68968,Cichliformes,Cichlidae
Tropheops gracilior,8342,Cichliformes,Cichlidae
Tropheops kamtambo,68969,Cichliformes,Cichlidae
Tropheops kumwera,68967,Cichliformes,Cichlidae
Tropheops lucerna,2375,Cichliformes,Cichlidae
Tropheops macrophthalmus,2376,Cichliformes,Cichlidae
Tropheops microstoma,2377,Cichliformes,Cichlidae
Tropheops modestus,8339,Cichliformes,Cichlidae
Tropheops novemfasciatus,2379,Cichliformes,Cichlidae
Tropheops romandi,8343,Cichliformes,Cichlidae
Tropheops tropheops,2381,Cichliformes,Cichlidae
Tropheus annectens,8977,Cichliformes,Cichlidae
Tropheus brichardi,8979,Cichliformes,Cichlidae
Tropheus duboisi,8980,Cichliformes,Cichlidae
Tropheus kasabae,8981,Cichliformes,Cichlidae
Tropheus moorii,8982,Cichliformes,Cichlidae
Tropheus polli,8984,Cichliformes,Cichlidae
Trypauchenopsis intermedia,25123,Gobiiformes,Gobiidae
Tylochromis aristoma,8986,Cichliformes,Cichlidae
Tylochromis bangwelensis,8707,Cichliformes,Cichlidae
Tylochromis elongatus,8990,Cichliformes,Cichlidae
Tylochromis intermedius,8992,Cichliformes,Cichlidae
Tylochromis jentinki,2491,Cichliformes,Cichlidae
Tylochromis labrodon,9125,Cichliformes,Cichlidae
Tylochromis lateralis,9126,Cichliformes,Cichlidae
