Species,FbSpecCode,Order,Family
Labidochromis lividus,2334,Cichliformes,Cichlidae
Labidochromis maculicauda,2335,Cichliformes,Cichlidae
Labidochromis mathotho,8351,Cichliformes,Cichlidae
Labidochromis mbenjii,2336,Cichliformes,Cichlidae
Labidochromis mylodon,2337,Cichliformes,Cichlidae
Labidochromis pallidus,2338,Cichliformes,Cichlidae
Labidochromis shiranus,2339,Cichliformes,Cichlidae
Labidochromis strigatus,2340,Cichliformes,Cichlidae
Labidochromis textilis,8352,Cichliformes,Cichlidae
Labidochromis vellicans,2341,Cichliformes,Cichlidae
Labidochromis zebroides,2342,Cichliformes,Cichlidae
Laciris pelagica,9695,Cyprinodontiformes,Procatopodidae
Lacustricola atripinna,9654,Cyprinodontiformes,Procatopodidae
Lacustricola bukobanus,9687,Cyprinodontiformes,Procatopodidae
Lacustricola centralis,53144,Cyprinodontiformes,Procatopodidae
Lacustricola chobensis,69820,Cyprinodontiformes,Procatopodidae
Lacustricola hutereaui,8383,Cyprinodontiformes,Procatopodidae
Lacustricola jeanneli,9657,Cyprinodontiformes,Procatopodidae
Lacustricola kassenjiensis,68070,Cyprinodontiformes,Procatopodidae
Lacustricola katangae,8384,Cyprinodontiformes,Procatopodidae
Lacustricola kongoranensis,9661,Cyprinodontiformes,Procatopodidae
Lacustricola lacustris,49841,Cyprinodontiformes,Procatopodidae
Lacustricola lualabaensis,9663,Cyprinodontiformes,Procatopodidae
Lacustricola macrurus,9666,Cyprinodontiformes,Procatopodidae
Lacustricola maculatus,9667,Cyprinodontiformes,Procatopodidae
Lacustricola matthesi,53145,Cyprinodontiformes,Procatopodidae
Lacustricola mediolateralis,9669,Cyprinodontiformes,Procatopodidae
Lacustricola moeruensis,9671,Cyprinodontiformes,Procatopodidae
Lacustricola myaposae,9672,Cyprinodontiformes,Procatopodidae
Lacustricola nigrolateralis,9673,Cyprinodontiformes,Procatopodidae
Lacustricola nitida,69818,Cyprinodontiformes,Procatopodidae
Lacustricola omoculatus,9674,Cyprinodontiformes,Procatopodidae
Lacustricola petnehazyi,69080,Cyprinodontiformes,Procatopodidae
Lacustricola pumilus,9676,Cyprinodontiformes,Procatopodidae
Lacustricola pygmaeus,69821,Cyprinodontiformes,Procatopodidae
Lacustricola usanguensis,9681,Cyprinodontiformes,Procatopodidae
Lacustricola vitschumbaensis,2086,Cyprinodontiformes,Procatopodidae
Ladigesia roloffi,5248,Characiformes,Alestidae
Laeviscutella dekimpei,1554,Clupeiformes,Dorosomatidae
Lamnostoma orientale,11728,Anguilliformes,Ophichthidae
Lamnostoma polyophthalmum,23867,Anguilliformes,Ophichthidae
Lamprichthys tanganicanus,9697,Cyprinodontiformes,Procatopodidae
Lamprologus callipterus,8612,Cichliformes,Cichlidae
Lamprologus congoensis,8616,Cichliformes,Cichlidae
Lamprologus finalimus,8613,Cichliformes,Cichlidae
Lamprologus kungweensis,8614,Cichliformes,Cichlidae
Lamprologus laparogramma,55285,Cichliformes,Cichlidae
Lamprologus lemairii,8615,Cichliformes,Cichlidae
Lamprologus lethops,8617,Cichliformes,Cichlidae
Lamprologus markerti,67466,Cichliformes,Cichlidae
Lamprologus meleagris,47084,Cichliformes,Cichlidae
Lamprologus mocquardi,8618,Cichliformes,Cichlidae
Lamprologus ornatipinnis,8620,Cichliformes,Cichlidae
Lamprologus signatus,8621,Cichliformes,Cichlidae
Lamprologus speciosus,47105,Cichliformes,Cichlidae
Lamprologus stappersi,8622,Cichliformes,Cichlidae
Lamprologus symoensi,8623,Cichliformes,Cichlidae
Lamprologus teugelsi,61841,Cichliformes,Cichlidae
Lamprologus tigripictilis,61842,Cichliformes,Cichlidae
Lamprologus tumbanus,8624,Cichliformes,Cichlidae
Lamprologus werneri,8625,Cichliformes,Cichlidae
Lates angustifrons,4497,Carangaria/misc,Latidae
Lates longispinis,9896,Carangaria/misc,Latidae
Lates macrophthalmus,9897,Carangaria/misc,Latidae
Lates mariae,9898,Carangaria/misc,Latidae
Lates microlepis,4801,Carangaria/misc,Latidae
Lates niloticus,347,Carangaria/misc,Latidae
Lates stappersii,4498,Carangaria/misc,Latidae
Leiognathus equula,4451,Acanthuriformes,Leiognathidae
Leiognathus ruconius,4811,Acanthuriformes,Leiognathidae
Lentipes bustamantaei,66155,Gobiiformes,Gobiidae
Lepidarchus adonis,5249,Characiformes,Alestidae
Lepidiolamprologus attenuatus,8626,Cichliformes,Cichlidae
Lepidiolamprologus boulengeri,8650,Cichliformes,Cichlidae
Lepidiolamprologus elongatus,8628,Cichliformes,Cichlidae
Lepidiolamprologus hecqui,8669,Cichliformes,Cichlidae
Lepidiolamprologus kamambae,66707,Cichliformes,Cichlidae
Lepidiolamprologus kendalli,8629,Cichliformes,Cichlidae
Lepidiolamprologus meeli,8673,Cichliformes,Cichlidae
Lepidiolamprologus mimicus,64225,Cichliformes,Cichlidae
Lepidiolamprologus profundicola,8631,Cichliformes,Cichlidae
Lepidiolamprologus variostigma,60405,Cichliformes,Cichlidae
Lepomis cyanellus,3371,Centrarchiformes,Centrarchidae
Lepomis gibbosus,3372,Centrarchiformes,Centrarchidae
Lepomis macrochirus,3375,Centrarchiformes,Centrarchidae
Lepomis microlophus,3378,Centrarchiformes,Centrarchidae
Leptocypris crossensis,5275,Cypriniformes,Danionidae
Leptocypris guineensis,5274,Cypriniformes,Danionidae
Leptocypris konkoureensis,5272,Cypriniformes,Danionidae
Leptocypris lujae,12715,Cypriniformes,Danionidae
Leptocypris modestus,11591,Cypriniformes,Danionidae
Leptocypris niloticus,5273,Cypriniformes,Danionidae
Leptocypris taiaensis,5271,Cypriniformes,Danionidae
Leptocypris weeksii,12721,Cypriniformes,Danionidae
Leptocypris weynsii,11592,Cypriniformes,Danionidae
Leptoglanis bouilloni,9336,Siluriformes,Amphiliidae
Leptoglanis xenognathus,9344,Siluriformes,Amphiliidae
Lestradea perspicax,8632,Cichliformes,Cichlidae
Lestradea stappersii,8633,Cichliformes,Cichlidae
Lethrinops albus,2166,Cichliformes,Cichlidae
Lethrinops altus,2157,Cichliformes,Cichlidae
Lethrinops argenteus,2154,Cichliformes,Cichlidae
Lethrinops auritus,2168,Cichliformes,Cichlidae
Lethrinops christyi,2156,Cichliformes,Cichlidae
Lethrinops furcifer,2167,Cichliformes,Cichlidae
Lethrinops gossei,2158,Cichliformes,Cichlidae
Lethrinops leptodon,2152,Cichliformes,Cichlidae
Lethrinops lethrinus,2151,Cichliformes,Cichlidae
Lethrinops longimanus,2161,Cichliformes,Cichlidae
Lethrinops longipinnis,2155,Cichliformes,Cichlidae
Lethrinops lunaris,2153,Cichliformes,Cichlidae
Lethrinops macracanthus,2162,Cichliformes,Cichlidae
Lethrinops macrochir,2170,Cichliformes,Cichlidae
Lethrinops macrophthalmus,2172,Cichliformes,Cichlidae
Lethrinops marginatus,2165,Cichliformes,Cichlidae
Lethrinops micrentodon,2160,Cichliformes,Cichlidae
Lethrinops microdon,2159,Cichliformes,Cichlidae
Lethrinops microstoma,2169,Cichliformes,Cichlidae
Lethrinops mylodon,2163,Cichliformes,Cichlidae
Lethrinops oculatus,2164,Cichliformes,Cichlidae
Lethrinops parvidens,2171,Cichliformes,Cichlidae
Lethrinops stridei,2309,Cichliformes,Cichlidae
Lethrinops turneri,61781,Cichliformes,Cichlidae
Leuciscus aspius,4783,Cypriniformes,Leuciscidae
Lichnochromis acuticeps,2251,Cichliformes,Cichlidae
Limbochromis robertsi,2482,Cichliformes,Cichlidae
Limnochromis auritus,8636,Cichliformes,Cichlidae
Limnothrissa miodon,1550,Clupeiformes,Dorosomatidae
Limnotilapia dardennii,8638,Cichliformes,Cichlidae
Lobochilotes labiata,8639,Cichliformes,Cichlidae
Lophiobagrus aquilus,9347,Siluriformes,Claroteidae
Lophiobagrus asperispinis,9348,Siluriformes,Claroteidae
Lophiobagrus brevispinis,9349,Siluriformes,Claroteidae
Lophiobagrus cyclurus,9346,Siluriformes,Claroteidae
Luciobarbus biscarensis,68156,Cypriniformes,Cyprinidae
Luciobarbus callensis,11322,Cypriniformes,Cyprinidae
Luciobarbus chelifensis,69460,Cypriniformes,Cyprinidae
Luciobarbus guercifensis,67927,Cypriniformes,Cyprinidae
Luciobarbus lanigarensis,69451,Cypriniformes,Cyprinidae
Luciobarbus leptopogon,60391,Cypriniformes,Cyprinidae
Luciobarbus maghrebensis,68125,Cypriniformes,Cyprinidae
Luciobarbus magniatlantis,68135,Cypriniformes,Cyprinidae
Luciobarbus mascarensis,69462,Cypriniformes,Cyprinidae
Luciobarbus nasus,11427,Cypriniformes,Cyprinidae
Luciobarbus numidiensis,69455,Cypriniformes,Cyprinidae
Luciobarbus pallaryi,68139,Cypriniformes,Cyprinidae
Luciobarbus rabatensis,68131,Cypriniformes,Cyprinidae
Luciobarbus rifensis,68128,Cypriniformes,Cyprinidae
Luciobarbus setivimensis,68140,Cypriniformes,Cyprinidae
Luciobarbus yahyaouii,68137,Cypriniformes,Cyprinidae
Luciobarbus zayanensis,67928,Cypriniformes,Cyprinidae
Lufubuchromis relictus,69132,Cichliformes,Cichlidae
Lutjanus argentimaculatus,1407,Eupercaria/misc,Lutjanidae
Lutjanus bohar,1417,Eupercaria/misc,Lutjanidae
Lutjanus ehrenbergii,793,Eupercaria/misc,Lutjanidae
Lutjanus endecacanthus,794,Eupercaria/misc,Lutjanidae
Lutjanus fulvus,262,Eupercaria/misc,Lutjanidae
Lutjanus goreensis,1439,Eupercaria/misc,Lutjanidae
Lutjanus griseus,266,Eupercaria/misc,Lutjanidae
Lutjanus jocu,154,Eupercaria/misc,Lutjanidae
Macropodus opercularis,4777,Anabantiformes,Osphronemidae
Malapterurus barbatus,62737,Siluriformes,Malapteruridae
Malapterurus beninensis,59090,Siluriformes,Malapteruridae
Malapterurus cavalliensis,58205,Siluriformes,Malapteruridae
Malapterurus electricus,2087,Siluriformes,Malapteruridae
Malapterurus leonensis,58206,Siluriformes,Malapteruridae
Malapterurus melanochir,62283,Siluriformes,Malapteruridae
Malapterurus microstoma,4531,Siluriformes,Malapteruridae
Malapterurus minjiriya,12810,Siluriformes,Malapteruridae
Malapterurus monsembeensis,58208,Siluriformes,Malapteruridae
Malapterurus occidentalis,62284,Siluriformes,Malapteruridae
Malapterurus oguensis,59092,Siluriformes,Malapteruridae
Malapterurus punctatus,62736,Siluriformes,Malapteruridae
Malapterurus shirensis,58207,Siluriformes,Malapteruridae
Malapterurus stiassnyae,62742,Siluriformes,Malapteruridae
Malapterurus tanganyikaensis,59093,Siluriformes,Malapteruridae
Malapterurus tanoensis,59094,Siluriformes,Malapteruridae
Malapterurus teugelsi,62286,Siluriformes,Malapteruridae
Malapterurus thysi,62735,Siluriformes,Malapteruridae
Marcusenius abadii,5083,Osteoglossiformes,Mormyridae
Marcusenius altisambesi,64233,Osteoglossiformes,Mormyridae
Marcusenius angolensis,10904,Osteoglossiformes,Mormyridae
Marcusenius bentleyi,10885,Osteoglossiformes,Mormyridae
Marcusenius brucii,5080,Osteoglossiformes,Mormyridae
Marcusenius caudisquamatus,67501,Osteoglossiformes,Mormyridae
Marcusenius cuangoanus,10889,Osteoglossiformes,Mormyridae
Marcusenius cyprinoides,5082,Osteoglossiformes,Mormyridae
Marcusenius deboensis,5087,Osteoglossiformes,Mormyridae
Marcusenius desertus,68100,Osteoglossiformes,Mormyridae
Marcusenius devosi,64236,Osteoglossiformes,Mormyridae
Marcusenius dundoensis,10890,Osteoglossiformes,Mormyridae
Marcusenius elegans,68010,Osteoglossiformes,Mormyridae
Marcusenius friteli,10891,Osteoglossiformes,Mormyridae
Marcusenius furcidens,2391,Osteoglossiformes,Mormyridae
Marcusenius fuscus,10893,Osteoglossiformes,Mormyridae
Marcusenius ghesquierei,10894,Osteoglossiformes,Mormyridae
Marcusenius greshoffii,10898,Osteoglossiformes,Mormyridae
Marcusenius intermedius,10899,Osteoglossiformes,Mormyridae
Marcusenius kainjii,66055,Osteoglossiformes,Mormyridae
Marcusenius kaninginii,68096,Osteoglossiformes,Mormyridae
Marcusenius krameri,67502,Osteoglossiformes,Mormyridae
Marcusenius kutuensis,10900,Osteoglossiformes,Mormyridae
Marcusenius leopoldianus,10902,Osteoglossiformes,Mormyridae
Marcusenius livingstonii,10903,Osteoglossiformes,Mormyridae
Marcusenius lucombesi,67503,Osteoglossiformes,Mormyridae
Marcusenius macrolepidotus,5405,Osteoglossiformes,Mormyridae
Marcusenius macrophthalmus,10905,Osteoglossiformes,Mormyridae
Marcusenius mento,5085,Osteoglossiformes,Mormyridae
Marcusenius meronai,5086,Osteoglossiformes,Mormyridae
Marcusenius monteiri,8709,Osteoglossiformes,Mormyridae
Marcusenius moorii,10908,Osteoglossiformes,Mormyridae
Marcusenius multisquamatus,67500,Osteoglossiformes,Mormyridae
Marcusenius ntemensis,10909,Osteoglossiformes,Mormyridae
Marcusenius nyasensis,5387,Osteoglossiformes,Mormyridae
Marcusenius pongolensis,65670,Osteoglossiformes,Mormyridae
Marcusenius rheni,10912,Osteoglossiformes,Mormyridae
Marcusenius sanagaensis,50320,Osteoglossiformes,Mormyridae
Marcusenius schilthuisiae,10914,Osteoglossiformes,Mormyridae
Marcusenius senegalensis,2392,Osteoglossiformes,Mormyridae
Marcusenius stanleyanus,10918,Osteoglossiformes,Mormyridae
Marcusenius thomasi,5084,Osteoglossiformes,Mormyridae
Marcusenius ussheri,2393,Osteoglossiformes,Mormyridae
Marcusenius victoriae,10919,Osteoglossiformes,Mormyridae
Marcusenius wamuinii,69065,Osteoglossiformes,Mormyridae
Mastacembelus albomaculatus,10055,Synbranchiformes,Mastacembelidae
Mastacembelus ansorgii,10073,Synbranchiformes,Mastacembelidae
Mastacembelus apectoralis,66038,Synbranchiformes,Mastacembelidae
Mastacembelus aviceps,10074,Synbranchiformes,Mastacembelidae
Mastacembelus brachyrhinus,10076,Synbranchiformes,Mastacembelidae
Mastacembelus brichardi,10078,Synbranchiformes,Mastacembelidae
Mastacembelus catchpolei,10079,Synbranchiformes,Mastacembelidae
Mastacembelus congicus,10056,Synbranchiformes,Mastacembelidae
Mastacembelus crassus,10080,Synbranchiformes,Mastacembelidae
Mastacembelus cryptacanthus,10081,Synbranchiformes,Mastacembelidae
Mastacembelus cunningtoni,10057,Synbranchiformes,Mastacembelidae
Mastacembelus decorsei,10082,Synbranchiformes,Mastacembelidae
Mastacembelus ellipsifer,10058,Synbranchiformes,Mastacembelidae
Mastacembelus flavidus,10059,Synbranchiformes,Mastacembelidae
Mastacembelus frenatus,10060,Synbranchiformes,Mastacembelidae
Mastacembelus greshoffi,10085,Synbranchiformes,Mastacembelidae
Mastacembelus kadeiensis,69755,Synbranchiformes,Mastacembelidae
Mastacembelus kakrimensis,62305,Synbranchiformes,Mastacembelidae
Mastacembelus latens,10086,Synbranchiformes,Mastacembelidae
Mastacembelus liberiensis,10087,Synbranchiformes,Mastacembelidae
Mastacembelus loennbergii,10088,Synbranchiformes,Mastacembelidae
Mastacembelus marchei,10090,Synbranchiformes,Mastacembelidae
Mastacembelus micropectus,10061,Synbranchiformes,Mastacembelidae
Mastacembelus moorii,10063,Synbranchiformes,Mastacembelidae
Mastacembelus niger,10092,Synbranchiformes,Mastacembelidae
Mastacembelus nigromarginatus,10093,Synbranchiformes,Mastacembelidae
Mastacembelus ophidium,10064,Synbranchiformes,Mastacembelidae
Mastacembelus paucispinis,10094,Synbranchiformes,Mastacembelidae
Mastacembelus plagiostomus,10065,Synbranchiformes,Mastacembelidae
Mastacembelus platysoma,10066,Synbranchiformes,Mastacembelidae
Mastacembelus polli,62557,Synbranchiformes,Mastacembelidae
Mastacembelus praensis,12800,Synbranchiformes,Mastacembelidae
Mastacembelus reygeli,65626,Synbranchiformes,Mastacembelidae
Mastacembelus robertsi,51576,Synbranchiformes,Mastacembelidae
Mastacembelus sanagali,10096,Synbranchiformes,Mastacembelidae
Mastacembelus seiteri,10098,Synbranchiformes,Mastacembelidae
Mastacembelus sexdecimspinus,26648,Synbranchiformes,Mastacembelidae
Mastacembelus shiloangoensis,61986,Synbranchiformes,Mastacembelidae
Mastacembelus shiranus,8378,Synbranchiformes,Mastacembelidae
Mastacembelus simbi,65624,Synbranchiformes,Mastacembelidae
Mastacembelus taiaensis,12769,Synbranchiformes,Mastacembelidae
Mastacembelus tanganicae,10069,Synbranchiformes,Mastacembelidae
Mastacembelus traversi,46273,Synbranchiformes,Mastacembelidae
Mastacembelus trispinosus,10070,Synbranchiformes,Mastacembelidae
Mastacembelus ubangipaucispinis,69754,Synbranchiformes,Mastacembelidae
Mastacembelus vanderwaali,10071,Synbranchiformes,Mastacembelidae
Mastacembelus zebratus,10072,Synbranchiformes,Mastacembelidae
Maylandia aurora,2357,Cichliformes,Cichlidae
Maylandia barlowi,2358,Cichliformes,Cichlidae
Maylandia benetos,50174,Cichliformes,Cichlidae
Maylandia callainos,47109,Cichliformes,Cichlidae
Maylandia chrysomallos,50171,Cichliformes,Cichlidae
Maylandia cyneusmarginata,50173,Cichliformes,Cichlidae
Maylandia emmiltos,50177,Cichliformes,Cichlidae
Maylandia estherae,60044,Cichliformes,Cichlidae
Maylandia fainzilberi,2364,Cichliformes,Cichlidae
Maylandia flavicauda,68965,Cichliformes,Cichlidae
Maylandia flavifemina,64059,Cichliformes,Cichlidae
Maylandia glaucos,65902,Cichliformes,Cichlidae
Maylandia greshakei,2369,Cichliformes,Cichlidae
Maylandia hajomaylandi,2370,Cichliformes,Cichlidae
Maylandia koningsi,69828,Cichliformes,Cichlidae
Maylandia lanisticola,2372,Cichliformes,Cichlidae
Maylandia lombardoi,2374,Cichliformes,Cichlidae
Maylandia lundoensis,67682,Cichliformes,Cichlidae
Maylandia mbenjii,50178,Cichliformes,Cichlidae
Maylandia midomo,67683,Cichliformes,Cichlidae
Maylandia mossambica,65906,Cichliformes,Cichlidae
Maylandia nigrodorsalis,67685,Cichliformes,Cichlidae
Maylandia nkhunguensis,65905,Cichliformes,Cichlidae
Maylandia pambazuko,67681,Cichliformes,Cichlidae
Maylandia phaeos,50172,Cichliformes,Cichlidae
Maylandia pulpican,61778,Cichliformes,Cichlidae
Maylandia pyrsonotos,50175,Cichliformes,Cichlidae
Maylandia sciasma,65904,Cichliformes,Cichlidae
Maylandia tarakiki,67684,Cichliformes,Cichlidae
Maylandia usisyae,68966,Cichliformes,Cichlidae
Maylandia xanstomachus,4507,Cichliformes,Cichlidae
Maylandia xanthos,65903,Cichliformes,Cichlidae
Maylandia zebra,8345,Cichliformes,Cichlidae
Mchenga conophoros,50189,Cichliformes,Cichlidae
Mchenga cyclicos,50190,Cichliformes,Cichlidae
Mchenga eucinostomus,2291,Cichliformes,Cichlidae
Mchenga flavimanus,2293,Cichliformes,Cichlidae
Mchenga inornata,2294,Cichliformes,Cichlidae
Mchenga thinos,50193,Cichliformes,Cichlidae
Megalops atlanticus,1079,Elopiformes,Megalopidae
Megalops cyprinoides,227,Elopiformes,Megalopidae
Melanochromis auratus,2343,Cichliformes,Cichlidae
Melanochromis baliodigma,46260,Cichliformes,Cichlidae
Melanochromis chipokae,2344,Cichliformes,Cichlidae
Melanochromis dialeptos,46242,Cichliformes,Cichlidae
Melanochromis heterochromis,50202,Cichliformes,Cichlidae
Melanochromis kaskazini,64911,Cichliformes,Cichlidae
Melanochromis lepidiadaptes,46263,Cichliformes,Cichlidae
Melanochromis loriae,8357,Cichliformes,Cichlidae
Melanochromis melanopterus,2348,Cichliformes,Cichlidae
Melanochromis mossambiquensis,64913,Cichliformes,Cichlidae
Melanochromis mpoto,66499,Cichliformes,Cichlidae
Melanochromis robustus,8356,Cichliformes,Cichlidae
Melanochromis simulans,2351,Cichliformes,Cichlidae
Melanochromis vermivorus,2352,Cichliformes,Cichlidae
Melanochromis wochepa,64912,Cichliformes,Cichlidae
Mesoborus crocodilus,11226,Characiformes,Distichodontidae
Mesopristes elongatus,7944,Centrarchiformes,Terapontidae
Micralestes acutidens,2402,Characiformes,Alestidae
Micralestes ambiguus,58192,Characiformes,Alestidae
Micralestes argyrotaenia,11142,Characiformes,Alestidae
Micralestes comoensis,2403,Characiformes,Alestidae
Micralestes congicus,11143,Characiformes,Alestidae
Micralestes eburneensis,5242,Characiformes,Alestidae
Micralestes elongatus,5243,Characiformes,Alestidae
Micralestes fodori,11145,Characiformes,Alestidae
Micralestes holargyreus,11146,Characiformes,Alestidae
Micralestes humilis,5241,Characiformes,Alestidae
Micralestes lualabae,11147,Characiformes,Alestidae
Micralestes occidentalis,2404,Characiformes,Alestidae
Micralestes pabrensis,6007,Characiformes,Alestidae
Micralestes sardina,11148,Characiformes,Alestidae
Micralestes schelly,63522,Characiformes,Alestidae
Micralestes stormsi,11149,Characiformes,Alestidae
Micralestes vittatus,11151,Characiformes,Alestidae
Microctenopoma ansorgii,10030,Anabantiformes,Anabantidae
Microctenopoma congicum,10034,Anabantiformes,Anabantidae
Microctenopoma damasi,10036,Anabantiformes,Anabantidae
Microctenopoma fasciolatum,10038,Anabantiformes,Anabantidae
Microctenopoma intermedium,10040,Anabantiformes,Anabantidae
Microctenopoma lineatum,12912,Anabantiformes,Anabantidae
Microctenopoma milleri,52094,Anabantiformes,Anabantidae
Microctenopoma nanum,10045,Anabantiformes,Anabantidae
Microctenopoma nigricans,52066,Anabantiformes,Anabantidae
Microctenopoma ocellifer,10044,Anabantiformes,Anabantidae
Microctenopoma uelense,52042,Anabantiformes,Anabantidae
Micropanchax antinorii,9653,Cyprinodontiformes,Procatopodidae
Micropanchax camerunensis,9655,Cyprinodontiformes,Procatopodidae
Micropanchax ehrichi,49722,Cyprinodontiformes,Procatopodidae
Micropanchax fuelleborni,9684,Cyprinodontiformes,Procatopodidae
Micropanchax johnstoni,8362,Cyprinodontiformes,Procatopodidae
Micropanchax kingii,9660,Cyprinodontiformes,Procatopodidae
Micropanchax loati,6218,Cyprinodontiformes,Procatopodidae
Micropanchax pfaffi,2463,Cyprinodontiformes,Procatopodidae
Micropanchax rudolfianus,9677,Cyprinodontiformes,Procatopodidae
Microphis aculeatus,9892,Syngnathiformes,Syngnathidae
Microphis argulus,9890,Syngnathiformes,Syngnathidae
Microphis brachyurus,2481,Syngnathiformes,Syngnathidae
Microphis fluviatilis,7623,Syngnathiformes,Syngnathidae
Microphis leiaspis,7735,Syngnathiformes,Syngnathidae
Microphis millepunctatus,7720,Syngnathiformes,Syngnathidae
Micropterus dolomieu,3382,Centrarchiformes,Centrarchidae
Micropterus punctulatus,3384,Centrarchiformes,Centrarchidae
Micropterus salmoides,3385,Centrarchiformes,Centrarchidae
Microstomatichthyoborus bashforddeani,12637,Characiformes,Distichodontidae
Microstomatichthyoborus katangae,12639,Characiformes,Distichodontidae
Microsynodontis batesii,9518,Siluriformes,Mochokidae
Microsynodontis christyi,66491,Siluriformes,Mochokidae
Microsynodontis lamberti,9520,Siluriformes,Mochokidae
Microsynodontis nannoculus,61964,Siluriformes,Mochokidae
Microsynodontis polli,9522,Siluriformes,Mochokidae
Microthrissa congica,1541,Clupeiformes,Dorosomatidae
Microthrissa minuta,1543,Clupeiformes,Dorosomatidae
Microthrissa moeruensis,1542,Clupeiformes,Dorosomatidae
Microthrissa royauxi,1544,Clupeiformes,Dorosomatidae
Microthrissa whiteheadi,51548,Clupeiformes,Dorosomatidae
Mochokiella paynei,9524,Siluriformes,Mochokidae
Mochokus brevis,9527,Siluriformes,Mochokidae
Mochokus niloticus,9526,Siluriformes,Mochokidae
Monodactylus argenteus,5807,Eupercaria/misc,Monodactylidae
Monodactylus falciformis,7858,Eupercaria/misc,Monodactylidae
Monodactylus sebae,9915,Eupercaria/misc,Monodactylidae
Monopterus boueti,9895,Synbranchiformes,Synbranchidae
Monopterus luticolus,68314,Synbranchiformes,Synbranchidae
Monostichodus lootensi,11221,Characiformes,Distichodontidae
Monostichodus mesmaekersi,11222,Characiformes,Distichodontidae
Mormyrops anguilloides,2394,Osteoglossiformes,Mormyridae
Mormyrops attenuatus,10930,Osteoglossiformes,Mormyridae
Mormyrops batesianus,10932,Osteoglossiformes,Mormyridae
Mormyrops boulengeri,10933,Osteoglossiformes,Mormyridae
Mormyrops breviceps,2395,Osteoglossiformes,Mormyridae
Mormyrops caballus,5205,Osteoglossiformes,Mormyridae
Mormyrops citernii,10936,Osteoglossiformes,Mormyridae
Mormyrops curtus,10937,Osteoglossiformes,Mormyridae
Mormyrops curviceps,58696,Osteoglossiformes,Mormyridae
Mormyrops engystoma,5206,Osteoglossiformes,Mormyridae
Mormyrops furcidens,10941,Osteoglossiformes,Mormyridae
Mormyrops intermedius,10942,Osteoglossiformes,Mormyridae
Mormyrops lineolatus,10944,Osteoglossiformes,Mormyridae
Mormyrops mariae,12618,Osteoglossiformes,Mormyridae
Mormyrops masuianus,10946,Osteoglossiformes,Mormyridae
Mormyrops microstoma,10947,Osteoglossiformes,Mormyridae
Mormyrops nigricans,10948,Osteoglossiformes,Mormyridae
Mormyrops oudoti,5204,Osteoglossiformes,Mormyridae
Mormyrops parvus,10949,Osteoglossiformes,Mormyridae
Mormyrops sirenoides,10950,Osteoglossiformes,Mormyridae
Mormyrops zanclirostris,10952,Osteoglossiformes,Mormyridae
Mormyrus bernhardi,10953,Osteoglossiformes,Mormyridae
Mormyrus caballus,26236,Osteoglossiformes,Mormyridae
Mormyrus casalis,10957,Osteoglossiformes,Mormyridae
Mormyrus caschive,10959,Osteoglossiformes,Mormyridae
Mormyrus cyaneus,10960,Osteoglossiformes,Mormyridae
Mormyrus felixi,58574,Osteoglossiformes,Mormyridae
Mormyrus goheeni,58575,Osteoglossiformes,Mormyridae
Mormyrus hasselquistii,2396,Osteoglossiformes,Mormyridae
Mormyrus hildebrandti,62292,Osteoglossiformes,Mormyridae
Mormyrus iriodes,10962,Osteoglossiformes,Mormyridae
Mormyrus kannume,8767,Osteoglossiformes,Mormyridae
Mormyrus lacerda,8768,Osteoglossiformes,Mormyridae
Mormyrus longirostris,5386,Osteoglossiformes,Mormyridae
Mormyrus macrocephalus,10966,Osteoglossiformes,Mormyridae
Mormyrus macrophthalmus,5074,Osteoglossiformes,Mormyridae
Mormyrus niloticus,10968,Osteoglossiformes,Mormyridae
Mormyrus ovis,10969,Osteoglossiformes,Mormyridae
Mormyrus rume,2397,Osteoglossiformes,Mormyridae
Mormyrus subundulatus,5593,Osteoglossiformes,Mormyridae
Mormyrus tapirus,5073,Osteoglossiformes,Mormyridae
Mormyrus tenuirostris,10971,Osteoglossiformes,Mormyridae
Mormyrus thomasi,10976,Osteoglossiformes,Mormyridae
Morone saxatilis,353,Eupercaria/misc,Moronidae
Mugil cephalus,785,Mugiliformes,Mugilidae
Mugil curema,1086,Mugiliformes,Mugilidae
Mugilogobius durbanensis,9973,Gobiiformes,Gobiidae
Mugilogobius fuscus,59235,Gobiiformes,Gobiidae
Mugilogobius mertoni,27416,Gobiiformes,Gobiidae
Muraenesox cinereus,298,Anguilliformes,Muraenesocidae
Myaka myaka,6326,Cichliformes,Cichlidae
Mylochromis anaphyrmus,2235,Cichliformes,Cichlidae
Mylochromis balteatus,2225,Cichliformes,Cichlidae
Mylochromis chekopae,58749,Cichliformes,Cichlidae
Mylochromis ensatus,58915,Cichliformes,Cichlidae
Mylochromis epichorialis,2227,Cichliformes,Cichlidae
Mylochromis ericotaenia,2222,Cichliformes,Cichlidae
Mylochromis formosus,2237,Cichliformes,Cichlidae
Mylochromis gracilis,2240,Cichliformes,Cichlidae
Mylochromis guentheri,2231,Cichliformes,Cichlidae
Mylochromis incola,2228,Cichliformes,Cichlidae
Mylochromis labidodon,2224,Cichliformes,Cichlidae
Mylochromis lateristriga,2229,Cichliformes,Cichlidae
Mylochromis melanonotus,2238,Cichliformes,Cichlidae
Mylochromis melanotaenia,2226,Cichliformes,Cichlidae
Mylochromis mola,2233,Cichliformes,Cichlidae
