speciesName	status	fbSpecCode	validName	class	order	family	genus	commonName	commonSpecies
Leptocephalus vitreus	synonym	301	Conger conger	Teleostei	Anguilliformes	Congridae	Conger	European conger	TRUE
Leptocephalus wilsoni	synonym	7675	Conger wilsoni	Teleostei	Anguilliformes	Congridae	Conger	Cape conger	TRUE
Leptocerdale aethiopicum	synonym	22812	Microdesmus aethiopicus	Teleostei	Gobiiformes	Microdesmidae	Microdesmus	NA	TRUE
Leptocerdale longipinnis	synonym	3904	Microdesmus longipinnis	Teleostei	Gobiiformes	Microdesmidae	Microdesmus	Pink wormfish	TRUE
Leptocharias smithii	accepted name	2073	Leptocharias smithii	Elasmobranchii	Carcharhiniformes	Leptochariidae	Leptocharias	Barbeled houndshark	TRUE
Leptocharius smithii	synonym	2073	Leptocharias smithii	Elasmobranchii	Carcharhiniformes	Leptochariidae	Leptocharias	Barbeled houndshark	TRUE
Leptochilichthys agassizi macrops	synonym	9166	Leptochilichthys agassizii	Teleostei	Alepocephaliformes	Alepocephalidae	Leptochilichthys	Agassiz' smooth-head	TRUE
Leptochilichthys agassizii	accepted name	9166	Leptochilichthys agassizii	Teleostei	Alepocephaliformes	Alepocephalidae	Leptochilichthys	Agassiz' smooth-head	TRUE
Leptochilichthys agassizii macrops	synonym	9166	Leptochilichthys agassizii	Teleostei	Alepocephaliformes	Alepocephalidae	Leptochilichthys	Agassiz' smooth-head	TRUE
Leptochilichthys macrops	synonym	9166	Leptochilichthys agassizii	Teleostei	Alepocephaliformes	Alepocephalidae	Leptochilichthys	Agassiz' smooth-head	TRUE
Leptochilichthys pinguis	accepted name	9170	Leptochilichthys pinguis	Teleostei	Alepocephaliformes	Alepocephalidae	Leptochilichthys	Vaillant's smooth-head	TRUE
Leptochromis calliura	synonym	8823	Reganochromis calliurus	Teleostei	Cichliformes	Cichlidae	Reganochromis	NA	TRUE
Leptochromis calliurum	synonym	8823	Reganochromis calliurus	Teleostei	Cichliformes	Cichlidae	Reganochromis	NA	TRUE
Leptochromis calliurus	synonym	8823	Reganochromis calliurus	Teleostei	Cichliformes	Cichlidae	Reganochromis	NA	TRUE
Leptochromis centropomoides	synonym	8139	Baileychromis centropomoides	Teleostei	Cichliformes	Cichlidae	Baileychromis	NA	TRUE
Leptocypris brevirostris	synonym	11591	Leptocypris modestus	Teleostei	Cypriniformes	Danionidae	Leptocypris	NA	TRUE
Leptocypris clupeoides	synonym	11591	Leptocypris modestus	Teleostei	Cypriniformes	Danionidae	Leptocypris	NA	TRUE
Leptocypris crossensis	accepted name	5275	Leptocypris crossensis	Teleostei	Cypriniformes	Danionidae	Leptocypris	NA	TRUE
Leptocypris guineensis	accepted name	5274	Leptocypris guineensis	Teleostei	Cypriniformes	Danionidae	Leptocypris	NA	TRUE
Leptocypris konkoureensis	accepted name	5272	Leptocypris konkoureensis	Teleostei	Cypriniformes	Danionidae	Leptocypris	NA	TRUE
Leptocypris konkourensis	synonym	5272	Leptocypris konkoureensis	Teleostei	Cypriniformes	Danionidae	Leptocypris	NA	TRUE
Leptocypris lujae	accepted name	12715	Leptocypris lujae	Teleostei	Cypriniformes	Danionidae	Leptocypris	NA	TRUE
Leptocypris modestus	accepted name	11591	Leptocypris modestus	Teleostei	Cypriniformes	Danionidae	Leptocypris	NA	TRUE
Leptocypris niloticus	accepted name	5273	Leptocypris niloticus	Teleostei	Cypriniformes	Danionidae	Leptocypris	NA	TRUE
Leptocypris taiaensis	accepted name	5271	Leptocypris taiaensis	Teleostei	Cypriniformes	Danionidae	Leptocypris	NA	TRUE
Leptocypris weeksii	accepted name	12721	Leptocypris weeksii	Teleostei	Cypriniformes	Danionidae	Leptocypris	NA	TRUE
Leptocypris weynsii	accepted name	11592	Leptocypris weynsii	Teleostei	Cypriniformes	Danionidae	Leptocypris	NA	TRUE
Leptoderma macrops	accepted name	10895	Leptoderma macrops	Teleostei	Alepocephaliformes	Alepocephalidae	Leptoderma	Grenadier smooth-head	TRUE
Leptoderma springeri	synonym	10895	Leptoderma macrops	Teleostei	Alepocephaliformes	Alepocephalidae	Leptoderma	Grenadier smooth-head	TRUE
Leptoglanis bouilloni	accepted name	9336	Leptoglanis bouilloni	Teleostei	Siluriformes	Amphiliidae	Leptoglanis	NA	TRUE
Leptoglanis brevis	synonym	64847	Zaireichthys brevis	Teleostei	Siluriformes	Amphiliidae	Zaireichthys	NA	TRUE
Leptoglanis brieni	synonym	9338	Dolichamphilius brieni	Teleostei	Siluriformes	Amphiliidae	Dolichamphilius	NA	TRUE
Leptoglanis camerunensis	synonym	9339	Zaireichthys camerunensis	Teleostei	Siluriformes	Amphiliidae	Zaireichthys	NA	TRUE
Leptoglanis dorae	synonym	9340	Zaireichthys dorae	Teleostei	Siluriformes	Amphiliidae	Zaireichthys	Chobe sand catlet	TRUE
Leptoglanis flavomaculatus	synonym	9341	Zaireichthys flavomaculatus	Teleostei	Siluriformes	Amphiliidae	Zaireichthys	NA	TRUE
Leptoglanis mandevillei	synonym	9342	Zaireichthys mandevillei	Teleostei	Siluriformes	Amphiliidae	Zaireichthys	NA	TRUE
Leptoglanis rotondiceps	synonym	9343	Zaireichthys rotundiceps	Teleostei	Siluriformes	Amphiliidae	Zaireichthys	Spotted sand catlet	TRUE
Leptoglanis rotundiceps	synonym	9343	Zaireichthys rotundiceps	Teleostei	Siluriformes	Amphiliidae	Zaireichthys	Spotted sand catlet	TRUE
Leptoglanis wamiensis	synonym	60309	Zaireichthys wamiensis	Teleostei	Siluriformes	Amphiliidae	Zaireichthys	NA	TRUE
Leptoglanis xenognathus	accepted name	9344	Leptoglanis xenognathus	Teleostei	Siluriformes	Amphiliidae	Leptoglanis	NA	TRUE
Leptojulis pardalis	synonym	4984	Macropharyngodon meleagris	Teleostei	Eupercaria/misc	Labridae	Macropharyngodon	Blackspotted wrasse	TRUE
Leptolamprologus monogramma	synonym	8879	Teleogramma monogramma	Teleostei	Cichliformes	Cichlidae	Teleogramma	NA	TRUE
Leptomelanosoma indica	synonym	4469	Leptomelanosoma indicum	Teleostei	Carangaria/misc	Polynemidae	Leptomelanosoma	Indian threadfin	TRUE
Leptomelanosoma indicum	accepted name	4469	Leptomelanosoma indicum	Teleostei	Carangaria/misc	Polynemidae	Leptomelanosoma	Indian threadfin	TRUE
Leptonurus chrysostigma	synonym	625	Coilia dussumieri	Teleostei	Clupeiformes	Engraulidae	Coilia	Goldspotted grenadier anchovy	TRUE
Leptopegasus natans	synonym	4609	Pegasus volitans	Teleostei	Dactylopteriformes	Pegasidae	Pegasus	Longtail seamouth	TRUE
Leptopterygius coccoi	synonym	50846	Gouania willdenowi	Teleostei	Gobiesociformes	Gobiesocidae	Gouania	Blunt-snouted clingfish	TRUE
Leptopus peregrinus	synonym	3261	Lophotus lacepede	Teleostei	Lampriformes	Lophotidae	Lophotus	Crested oarfish	TRUE
Leptorhynchus capensis	synonym	1745	Ophisurus serpens	Teleostei	Anguilliformes	Ophichthidae	Ophisurus	Serpent eel	TRUE
Leptorhynchus leuchtenbergi	synonym	2660	Nemichthys scolopaceus	Teleostei	Anguilliformes	Nemichthyidae	Nemichthys	Slender snipe eel	TRUE
Leptoscarus brachysoma	synonym	4355	Calotomus carolinus	Teleostei	Eupercaria/misc	Scaridae	Calotomus	Carolines parrotfish	TRUE
Leptoscarus coeruleopunctatus	synonym	4360	Leptoscarus vaigiensis	Teleostei	Eupercaria/misc	Scaridae	Leptoscarus	Marbled parrotfish	TRUE
Leptoscarus moluccensis	synonym	4357	Calotomus spinidens	Teleostei	Eupercaria/misc	Scaridae	Calotomus	Spinytooth parrotfish	TRUE
Leptoscarus vaigeinsis	synonym	4360	Leptoscarus vaigiensis	Teleostei	Eupercaria/misc	Scaridae	Leptoscarus	Marbled parrotfish	TRUE
Leptoscarus vaigensis	synonym	4360	Leptoscarus vaigiensis	Teleostei	Eupercaria/misc	Scaridae	Leptoscarus	Marbled parrotfish	TRUE
Leptoscarus vaigienis	synonym	4360	Leptoscarus vaigiensis	Teleostei	Eupercaria/misc	Scaridae	Leptoscarus	Marbled parrotfish	TRUE
Leptoscarus vaigiensis	accepted name	4360	Leptoscarus vaigiensis	Teleostei	Eupercaria/misc	Scaridae	Leptoscarus	Marbled parrotfish	TRUE
Leptostomias gladiator	accepted name	11769	Leptostomias gladiator	Teleostei	Stomiiformes	Stomiidae	Leptostomias	NA	TRUE
Leptostomias haplocaulus	accepted name	11770	Leptostomias haplocaulus	Teleostei	Stomiiformes	Stomiidae	Leptostomias	NA	TRUE
Leptostomias haploclonus	synonym	11770	Leptostomias haplocaulus	Teleostei	Stomiiformes	Stomiidae	Leptostomias	NA	TRUE
Leptostomias longibarba	accepted name	11771	Leptostomias longibarba	Teleostei	Stomiiformes	Stomiidae	Leptostomias	Treathed dragon fish	TRUE
Leptostomias problematicus	synonym	11769	Leptostomias gladiator	Teleostei	Stomiiformes	Stomiidae	Leptostomias	NA	TRUE
Leptostomias ramosus	synonym	11769	Leptostomias gladiator	Teleostei	Stomiiformes	Stomiidae	Leptostomias	NA	TRUE
Leptotilapia irvinea	synonym	8867	Paragobiocichla irvinei	Teleostei	Cichliformes	Cichlidae	Paragobiocichla	Cichlid	TRUE
Leptotilapia irvinei	synonym	8867	Paragobiocichla irvinei	Teleostei	Cichliformes	Cichlidae	Paragobiocichla	Cichlid	TRUE
Leptotilapia rouxi	synonym	8869	Steatocranus rouxi	Teleostei	Cichliformes	Cichlidae	Steatocranus	NA	TRUE
Leptotilapia tinanti	synonym	8871	Steatocranus tinanti	Teleostei	Cichliformes	Cichlidae	Steatocranus	NA	TRUE
Lestidiops affinae	synonym	16551	Lestidiops affinis	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	Barracudina	TRUE
Lestidiops affinis	accepted name	16551	Lestidiops affinis	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	Barracudina	TRUE
Lestidiops cadenati	accepted name	5197	Lestidiops cadenati	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	NA	TRUE
Lestidiops indopacifica	synonym	23034	Lestidiops indopacificus	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	Indo-Pacific barracudina	TRUE
Lestidiops indopacificus	accepted name	23034	Lestidiops indopacificus	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	Indo-Pacific barracudina	TRUE
Lestidiops jayakari	synonym	1723	Lestidiops pseudosphyraenoides	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	NA	TRUE
Lestidiops jayakari pseudosphyraenoides	synonym	1723	Lestidiops pseudosphyraenoides	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	NA	TRUE
Lestidiops luetkeni	accepted name	27423	Lestidiops luetkeni	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	Naked barracuda	TRUE
Lestidiops pseudosphyraenoides	accepted name	1723	Lestidiops pseudosphyraenoides	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	NA	TRUE
Lestidiops sphyraenoides	synonym	1724	Lestidiops sphyrenoides	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	NA	TRUE
Lestidiops sphyrenoides	accepted name	1724	Lestidiops sphyrenoides	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	NA	TRUE
Lestidium affine	synonym	16551	Lestidiops affinis	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	Barracudina	TRUE
Lestidium atlanticum	accepted name	10170	Lestidium atlanticum	Teleostei	Aulopiformes	Lestidiidae	Lestidium	Atlantic barracudina	TRUE
Lestidium bigelowi	accepted name	63598	Lestidium bigelowi	Teleostei	Aulopiformes	Lestidiidae	Lestidium	NA	TRUE
Lestidium cadenati	synonym	5197	Lestidiops cadenati	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	NA	TRUE
Lestidium elegans	synonym	10170	Lestidium atlanticum	Teleostei	Aulopiformes	Lestidiidae	Lestidium	Atlantic barracudina	TRUE
Lestidium indopacificum	synonym	23034	Lestidiops indopacificus	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	Indo-Pacific barracudina	TRUE
Lestidium intermedium	synonym	10169	Lestrolepis intermedia	Teleostei	Aulopiformes	Lestidiidae	Lestrolepis	NA	TRUE
Lestidium luetkeni	synonym	27423	Lestidiops luetkeni	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	Naked barracuda	TRUE
Lestidium pofi	synonym	69795	Lestrolepis pofi	Teleostei	Aulopiformes	Lestidiidae	Lestrolepis	NA	TRUE
Lestidium pseudosphyraenoides pseudosphyraenoides	synonym	1723	Lestidiops pseudosphyraenoides	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	NA	TRUE
Lestidium sphyraenoides	synonym	1724	Lestidiops sphyrenoides	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	NA	TRUE
Lestiolepis intermedia	synonym	10169	Lestrolepis intermedia	Teleostei	Aulopiformes	Lestidiidae	Lestrolepis	NA	TRUE
Lestradea perpicax stappersi	synonym	8633	Lestradea stappersii	Teleostei	Cichliformes	Cichlidae	Lestradea	NA	TRUE
Lestradea perspicax	accepted name	8632	Lestradea perspicax	Teleostei	Cichliformes	Cichlidae	Lestradea	NA	TRUE
Lestradea perspicax lestradei	synonym	8633	Lestradea stappersii	Teleostei	Cichliformes	Cichlidae	Lestradea	NA	TRUE
Lestradea perspicax perspicax	synonym	8632	Lestradea perspicax	Teleostei	Cichliformes	Cichlidae	Lestradea	NA	TRUE
Lestradea stappersi	synonym	8633	Lestradea stappersii	Teleostei	Cichliformes	Cichlidae	Lestradea	NA	TRUE
Lestradea stappersii	accepted name	8633	Lestradea stappersii	Teleostei	Cichliformes	Cichlidae	Lestradea	NA	TRUE
Lestrolepis intermedia	accepted name	10169	Lestrolepis intermedia	Teleostei	Aulopiformes	Lestidiidae	Lestrolepis	NA	TRUE
Lestrolepis luetkeni	synonym	27423	Lestidiops luetkeni	Teleostei	Aulopiformes	Lestidiidae	Lestidiops	Naked barracuda	TRUE
Lestrolepis pofi	accepted name	69795	Lestrolepis pofi	Teleostei	Aulopiformes	Lestidiidae	Lestrolepis	NA	TRUE
Lesuerigobius friesi	synonym	7685	Lesueurigobius friesii	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Fries's goby	TRUE
Lesuerigobius friesii	synonym	7685	Lesueurigobius friesii	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Fries's goby	TRUE
Lesuerigobius suerii	synonym	1798	Lesueurigobius suerii	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Lesueur's goby	TRUE
Lesueuria friesi	synonym	7685	Lesueurigobius friesii	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Fries's goby	TRUE
Lesueuria friesi friesi	synonym	7685	Lesueurigobius friesii	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Fries's goby	TRUE
Lesueuria friesii	synonym	7685	Lesueurigobius friesii	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Fries's goby	TRUE
Lesueuria lesueurii	synonym	1798	Lesueurigobius suerii	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Lesueur's goby	TRUE
Lesueuria meuri	synonym	1798	Lesueurigobius suerii	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Lesueur's goby	TRUE
Lesueuria piesii	synonym	7685	Lesueurigobius friesii	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Fries's goby	TRUE
Lesueuria sanzoi	synonym	22781	Lesueurigobius sanzi	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Sanzo's goby	TRUE
Lesueurigobius friesi	synonym	7685	Lesueurigobius friesii	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Fries's goby	TRUE
Lesueurigobius friesii	accepted name	7685	Lesueurigobius friesii	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Fries's goby	TRUE
Lesueurigobius friesii friesii	synonym	7685	Lesueurigobius friesii	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Fries's goby	TRUE
Lesueurigobius heterofasciatus	accepted name	22775	Lesueurigobius heterofasciatus	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	NA	TRUE
Lesueurigobius koumansi	accepted name	22779	Lesueurigobius koumansi	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	NA	TRUE
Lesueurigobius sanzi	accepted name	22781	Lesueurigobius sanzi	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Sanzo's goby	TRUE
Lesueurigobius sanzoi	synonym	22781	Lesueurigobius sanzi	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Sanzo's goby	TRUE
Lesueurigobius sueri	synonym	1798	Lesueurigobius suerii	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Lesueur's goby	TRUE
Lesueurigobius suerii	accepted name	1798	Lesueurigobius suerii	Teleostei	Gobiiformes	Gobiidae	Lesueurigobius	Lesueur's goby	TRUE
Letherinus lentjanus	synonym	1863	Lethrinus lentjan	Teleostei	Eupercaria/misc	Lethrinidae	Lethrinus	Pink ear emperor	TRUE
Letherinus leutjanus	synonym	1863	Lethrinus lentjan	Teleostei	Eupercaria/misc	Lethrinidae	Lethrinus	Pink ear emperor	TRUE
Lethrinella conchyliatus	synonym	1868	Lethrinus conchyliatus	Teleostei	Eupercaria/misc	Lethrinidae	Lethrinus	Redaxil emperor	TRUE
Lethrinella microdon	synonym	1845	Lethrinus microdon	Teleostei	Eupercaria/misc	Lethrinidae	Lethrinus	Smalltooth emperor	TRUE
Lethrinella miniata	synonym	1858	Lethrinus miniatus	Teleostei	Eupercaria/misc	Lethrinidae	Lethrinus	Trumpet emperor	TRUE
Lethrinella miniatus	synonym	1858	Lethrinus miniatus	Teleostei	Eupercaria/misc	Lethrinidae	Lethrinus	Trumpet emperor	TRUE
Lethrinella variegata	synonym	1850	Lethrinus variegatus	Teleostei	Eupercaria/misc	Lethrinidae	Lethrinus	Slender emperor	TRUE
Lethrinella variegatus	synonym	1850	Lethrinus variegatus	Teleostei	Eupercaria/misc	Lethrinidae	Lethrinus	Slender emperor	TRUE
Lethrinella xanthocheilus	synonym	1852	Lethrinus xanthochilus	Teleostei	Eupercaria/misc	Lethrinidae	Lethrinus	Yellowlip emperor	TRUE
Lethrinella xanthochila	synonym	1852	Lethrinus xanthochilus	Teleostei	Eupercaria/misc	Lethrinidae	Lethrinus	Yellowlip emperor	TRUE
Lethrinops alba	synonym	2166	Lethrinops albus	Teleostei	Cichliformes	Cichlidae	Lethrinops	NA	TRUE
Lethrinops albus	accepted name	2166	Lethrinops albus	Teleostei	Cichliformes	Cichlidae	Lethrinops	NA	TRUE
Lethrinops alta	synonym	2157	Lethrinops altus	Teleostei	Cichliformes	Cichlidae	Lethrinops	NA	TRUE
Lethrinops altus	accepted name	2157	Lethrinops altus	Teleostei	Cichliformes	Cichlidae	Lethrinops	NA	TRUE
